電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
ENA01061,葉維宗(羅宇善),溪海里,25.027279,121.194684,B2,1436.0,大園分局,
ENA01062,黃河洲(張富春),和平里,25.047931,121.177960,B1,195.0,大園分局,
ENA01063,余奕伯,田心里,25.061243,121.193896,B2,1876.0,大園分局,
ENA01064,蘇文洲,溪海里,25.029121,121.188050,B1,750.0,大園分局,
ENA01065,張木榮,橫峰里,25.061586,121.203043,B1,220.0,大園分局,
ENA01066,大園區公所,田心里,25.063909,121.195457,B2,850.0,大園分局,
ENA01067,黃敬文(W1),田心里,25.062099,121.193305,B2,3906.0,大園分局,
ENA01068,賴旺水,田心里,25.057545,121.196956,B2,3641.0,大園分局,
ENA01069,曾若瑜(宜雄建設有限公司),田心里,25.057780,121.195528,B2,617.0,大園分局,
ENA01070,科德寶遠東股份有限公司,溪海里,25.046512,121.190796,B1,124.0,大園分局,
ENA01071,僑馥建築經理股份有限公司,橫峰里,25.018195,121.209972,B2,684.0,大園分局,
ENA01072,中華郵政大園郵局,大園里,25.066003,121.197509,B2,792.0,大園分局,
ENA01073,新家坡建設有限公司負責人:劉沁垣,青山里,25.019746,121.210140,B3,3616.0,大園分局,
ENA01074,建康國際食品有限公司負責人：魏宏軒,田心里,25.067499,121.184718,B1,16.0,大園分局,
ENA01075,宜雄建設有限公司負責人：曾若瑜,田心里,25.058255,121.195591,B2,885.0,大園分局,
ENA01076,臺億建築經理股份有限公司代表人:陳長琪,溪海里,25.035736,121.195083,B2,459.0,大園分局,
ENA01077,億邦營造有限公司代表人:鄭麗敏,溪海里,25.045278,121.183569,B2,502.0,大園分局,
ENA01078,東煒建設股份有限公司代表人：趙國祥,田心里,25.066497,121.186669,B1,422.0,大園分局,
ENA02003,季存厚,沙崙里,25.100322,121.212678,B1,47.0,大園分局,
ENA02004,季存厚,沙崙里,25.100322,121.212678,B1,81.0,大園分局,
ENA02005,東隆凱悅社區,海口里,25.104449,121.246295,B1,1171.0,大園分局,
ENA02006,高育仁,海口里,25.108564,121.249636,B1,1428.0,大園分局,
ENA02007,遠雄航空自由貿易港區股份有限公司代表人:葉鈞耀,竹圍里,25.096655,121.256497,B1,8649.0,大園分局,
ENA02008,遠雄航空自由貿易港區股份有限公司負責人:葉鈞耀,竹圍里,25.096217,121.253347,B1,11966.0,大園分局,
ENA02009,遠雄航空自由貿易港區股份有限公司代表人:葉鈞耀,竹圍里,25.093237,121.253569,B2,22950.0,大園分局,
ENA03003,城市商旅,埔心里,25.058713,121.211456,B1,2341.0,大園分局,
ENA03004,旺氣建設有限公司(宜誠園鄉),埔心里,25.051255,121.219708,B1,1003.0,大園分局,
ENA03005,一品鑽石工業股份有限公司,埔心里,25.033632,121.233528,B1,150.0,大園分局,
ENA03006,昇捷家園,埔心里,25.038350,121.228145,B1,3578.0,大園分局,
ENA03007,富泰公司,五權里,25.017093,121.231809,B1,568.0,大園分局,
ENA03008,明尼蘇達礦業股份有限公司,五權里,25.020554,121.236632,B1,140.0,大園分局,
ENA03009,五鼎生物技術股份有限公司,五權里,25.025789,121.236285,B1,3185.0,大園分局,
ENA03010,山富紙器有限公司,五權里,25.025048,121.232726,B1,122.0,大園分局,
ENA03011,正隆股份有限公司,五權里,25.025056,121.232750,B1,268.0,大園分局,
ENA03014,翔陽建設有限公司,五權里,25.020400,121.226414,B2,671.0,大園分局,
ENA03015,富邦媒體科技股份有限公司,五權里,25.006609,121.226237,B1,6755.0,大園分局,
ENA03016,勝宏股份有限公司,五權里,25.007411,121.228202,B1,350.0,大園分局,
ENA03017,傳福企業股份有限公司,五權里,25.010675,121.229094,B1,233.0,大園分局,
ENA03020,錦宏企業股份有限公司,五權里,25.006049,121.225962,B2,9857.0,大園分局,
ENA03021,錦宏企業股份有限公司,五權里,25.006465,121.225819,B2,9219.0,大園分局,
ENA03024,寶震國際開發有限公司,五權里,25.012059,121.225746,B2,160.0,大園分局,
ENA03025,柏灃建設有限公司,五權里,25.013696,121.232742,B2,712.0,大園分局,
ENA03026,豐和邦建設有限公司,五權里,25.007642,121.226102,B1,879.0,大園分局,
ENA03027,饗賓餐旅事業股份有限公司,五權里,25.016188,121.235948,B1,397.0,大園分局,
ENA03028,廣大通信科技股份有限公司負責人:楊彩雯,五權里,25.014939,121.229881,B1,288.0,大園分局,
ENA03029,君臨開發建設股份有限公司(負責人:周凱君),五權里,25.012056,121.236800,B2,1034.0,大園分局,
ENA03030,埔心國小,埔心里,25.049012,121.225669,B1,112.0,大園分局,
ENA03031,星宇航空股份有限公司負責人:張國煒,埔心里,25.091103,121.248425,B1,545.0,大園分局,
ENA03032,星宇航空股份有限公司負責人:張國煒,埔心里,25.091093,121.248404,B1,2886.0,大園分局,
ENA03033,國灝建設有限公司代表人:章白天,五權里,25.009811,121.22439,B2,933.0,大園分局,
ENA03034,尊龍建設有限公司負責人：張光武,五權里,"25.01428,",121.23174,B2,713.0,大園分局,
ENA03035,駿玥開發股份有限公司代表人：李駿宏,五權里,25.010865,121.230132,B2,825.0,大園分局,
ENA03036,臺億建築經理股份有限公司負責人:陳長琪,五權里,25.010206,121.227858,B2,710.0,大園分局,
ENA04002,新東陽食品股份有限公司,北港里,25.077120,121.175700,,75.0,大園分局,
ENA04003,瑞輝食品股份有限公司,北港里,25.067200,121.179690,B2,103.0,大園分局,
ENA04005,集盛實業股份有限公司,北港里,25.068470,121.179080,B10,5601.0,大園分局,
ENA04006,集盛實業股份有限公司,北港里,25.068470,121.179080,,1248.0,大園分局,
ENA04008,新力美特殊化工股份有限公司,北港里,25.073550,121.176540,B3,93.0,大園分局,
ENA04009,新力美科技股份有限公司,北港里,25.073550,121.176540,6,391.0,大園分局,
ENA04010,新力美科技股份有限公司,北港里,25.073550,121.176540,,391.0,大園分局,
ENA04013,強盛染整股份有限公司,北港里,25.074010,121.176720,B1,130.0,大園分局,
ENA04014,大恭化學工業股份有限公司,北港里,25.074640,121.176810,B1,196.0,大園分局,
ENA04015,巨竹企業股份有限公司,北港里,25.077750,121.175960,5,761.0,大園分局,
ENA04017,皇后染整股份有限公司,北港里,25.070680,121.176200,B2,213.0,大園分局,
ENA04020,蘇明正,北港里,25.072600,121.178430,B1,83.0,大園分局,
ENA04025,葉雲階,北港里,25.073110,121.174390,B3,1040.0,大園分局,
ENA04027,謝榮三,圳頭里,25.070880,121.204850,B1,824.0,大園分局,
ENA04030,許鴻裕,南港里,25.053160,121.165590,B4,218.0,大園分局,
ENA04031,怡和太平洋股份有限公司,南港里,25.051250,121.174530,B4,212.0,大園分局,
ENA04033,林常宏,內海里,25.063400,121.195740,B3,1103.0,大園分局,
ENA04036,陳忠民,內海里,25.073910,121.189200,B1,527.0,大園分局,
ENA04038,台灣永光化學工業股份有限公司,內海里,25.074001,121.189125,B4,133.0,大園分局,
ENA04039,台灣永光化學工業股份有限公司,內海里,25.074001,121.189125,B2,269.0,大園分局,
ENA04040,華通電腦,內海里,25.076900,121.184740,B3,3261.0,大園分局,
ENA04041,成隆實業股份有限公司,內海里,25.076720,121.185680,B2,247.0,大園分局,
ENA04042,台鵬化學有限公司,內海里,25.077370,121.186000,B3,982.0,大園分局,
ENA04043,高志明,內海里,25.080970,121.183850,B2,251.0,大園分局,
ENA04044,宏塑工業股份有限公司,內海里,25.076630,121.183570,B1,111.0,大園分局,
ENA04048,宋康時,內海里,25.075930,121.183350,B4,421.0,大園分局,
ENA04051,鄭春生,內海里,25.077940,121.188420,B1,728.0,大園分局,
ENA04052,友大工業有限公司,內海里,25.077988,121.188442,,263.0,大園分局,
ENA04053,涂淮倉,內海里,25.073581,121.191010,B1,152.0,大園分局,
ENA04055,吉發染整股份有限公司,內海里,25.073765,121.191913,B3,178.0,大園分局,
ENA04057,余宗漢(富榮食品廠),南港里,25.057120,121.180660,B1,61.0,大園分局,
ENA04058,林傳福,南港里,25.057900,121.168170,B2,30.0,大園分局,
ENA04059,宏金工業,南港里,25.053160,121.165590,B2,148.0,大園分局,
ENA04060,誼鴻建設股份有公司,南港里,25.053230,121.166970,B10,3478.0,大園分局,
ENA04061,智耀建設股份有公司,南港里,25.045970,121.171650,B1B1,1325.0,大園分局,
ENA04062,誼鴻建設股份有公司,南港里,25.044696,121.170844,7,1174.0,大園分局,
ENA04063,誼鴻建設股份有公司,南港里,25.045997,121.171694,8,5501.0,大園分局,
ENA04064,潮音國小,南港里,25.045280,121.167080,B3,376.0,大園分局,
ENA04065,尚茂電子材料股份有限公司,圳頭里,25.092450,121.203400,B3,4703.0,大園分局,
ENA04066,長欣造紙股份有限公司,圳頭里,25.092640,121.203660,B1,100.0,大園分局,
ENA04067,陳阿農,圳頭里,25.093400,121.196710,B1,93.0,大園分局,
ENA04068,陳阿農,圳頭里,25.093400,121.196710,B1,82.0,大園分局,
ENA04070,生命紀念館,圳頭里,25.071250,121.203580,B1,885.0,大園分局,
ENA04071,大園國中,南港里,25.062870,121.168150,B1,1753.0,大園分局,
ENA04072,健策精密工業股份有限公司(趙宗信),內海里,25.056460,121.217080,B1,1769.0,大園分局,
ENA04073,旺坤建設股份有限公司,南港里,25.050150,121.166170,B2,4361.0,大園分局,
ENA04074,合眾建築經理股份有限公司,南港里,25.050930,121.173900,B2,1440.0,大園分局,
ENA04075,宜誠建設股份有限公司,南港里,25.053280,121.171470,B2,3601.0,大園分局,
ENA04076,高誠建設有限公司,南港里,25.052390,121.166520,B2,1665.0,大園分局,
ENA04077,僑馥建築經理(股)公司(彭慶),南港里,25.050810,121.174810,B2,1556.0,大園分局,
ENA04078,永源化工原料(股)吳旻鴻,內海里,25.078748,121.185392,B1,1727.0,大園分局,
ENA04079,高華建設有限公司代表人：高武一,南港里,25.055540,121.170690,B2,1531.0,大園分局,
ENA04080,合康工程顧問股份有限公司(負責人:陳秀嬪),南港里,25.045960,121.171630,B2,3229.0,大園分局,
ENA04081,三商餐飲股份有限公司公司代表人：陳翔玢,北港里,25.064880,121.178570,B1,71.0,大園分局,
ENA04082,信都建設股份有限公司負責人:林仕倫,南港里,25.046667,121.164694,B2,1341.0,大園分局,
ENA04083,福綱開發建設有限公司代表人：呂正彬,內海里,25.069988,121.193732,B2,520.0,大園分局,
ENA05001,富昇台北國際部,菓林里,25.073200,121.257160,B1,5022.0,大園分局,
ENA05002,楊阿環,菓林里,25.076780,121.262050,B1,253.0,大園分局,
ENA05003,周滿,菓林里,25.077430,121.262570,B1,334.0,大園分局,
ENA05004,朝榮電機,菓林里,25.071770,121.256930,B1,796.0,大園分局,
ENA05005,臻鼎科技,三石里,25.071050,121.257800,B1,1370.0,大園分局,
ENA05006,永同電子公司,三石里,25.070590,121.257590,B1,418.0,大園分局,
ENA05007,陳正迪(佑迪股份有限公司),三石里,25.072000,121.257330,B1,95.0,大園分局,
ENA05008,菓林國小,菓林里,25.077500,121.261710,B1,788.0,大園分局,
ENA05009,兒十四兒童遊樂中心曁管理中心,菓林里,25.076340,121.261050,B2,1473.0,大園分局,
ENA05010,僑崴國際物業股份有限公司,菓林里,25.077430,121.262570,B1,2022.0,大園分局,
ENA05011,僑馥建築經理股份有限公司,菓林里,25.071770,121.256930,B3,1298.0,大園分局,
ENA05012,春誠開發建設有限公司,菓林里,25.076008,121.262959,B3,1173.0,大園分局,
ENA05013,僑馥建築經理股份有限公司,菓林里,25.075554,121.261049,B3,1953.0,大園分局,
ENA05014,泩泉建設有限公司,菓林里,25.075180,121.260610,B3,1210.0,大園分局,
ENA05015,僑馥建築經理股份有限公司,菓林里,25.075980,121.258010,B1,1417.0,大園分局,
ENA05016,黃賢清,菓林里,25.046696,121.164672,B1,320.0,大園分局,
ENA05017,航亞建設股份有限公司負責人：李昱樞,菓林里,25.078883,121.258825,B1,288.0,大園分局,
ENA06001,東衛塑膠股份有限公司,觀音里,"25.03806,"," 121.07701",B1,327.0,大園分局,
ENA06002,皇堡營造有限公司,觀音里,"25.02795,"," 121.08308",B1,55.0,大園分局,
ENA06004,豪建電纜,廣興里,"24.86704,"," 121.23632",B1,92.0,大園分局,
ENA06007,觀音零售市場,觀音里,"25.03655,"," 121.08209",B1,710.0,大園分局,
ENA06008,中華郵政觀音郵局,觀音里,25.035223,121.084441,B1,170.0,大園分局,
ENA06009,中華電信觀音服務中心,觀音里,25.035381,121.084172,B1,662.0,大園分局,
ENA06012,嘉德創資源股份有限公司,大潭里,"25.03586,"," 121.05807",B1,208.0,大園分局,
ENA06014,新禾實業有限公司,廣興里,"25.03373,"," 121.09492",B1,90.0,大園分局,
ENA06015,中心醫療用品工業有限公司,廣興里,"25.03373,"," 121.09492",B1,181.0,大園分局,
ENA06020,勸奉堂製藥股份有限公司,廣興里,"25.01178,"," 121.13751",B1,82.0,大園分局,
ENA06021,建華機械股份有限公司,廣興里,"25.03526,"," 121.10515",B1,350.0,大園分局,
ENA06026,昇元窯業,廣興里,"25.03135,"," 121.098",B1,148.0,大園分局,
ENA06027,聯一紡織廠,廣興里,"25.03627,"," 121.0925",B1,295.0,大園分局,
ENA06028,可頌食品有限公司,廣興里,"25.0317, ",121.08683,B1,97.0,大園分局,
ENA06029,岱德橡膠工業股份有限公司,坑尾里,"25.03379,"," 121.09736",B1,127.0,大園分局,
ENA06030,錸德股份有限公司,廣興里,"25.03221,"," 121.08895",B1,188.0,大園分局,
ENA06031,鉅成工業公司,廣興里,"25.03157,"," 121.08698",B1,157.0,大園分局,
ENA06033,華城電機公司觀音三廠,廣興里,"25.03055,"," 121.08851",B1,377.0,大園分局,
ENA06034,全虹企業公司,廣興里,"25.03114,"," 121.0872",B1,735.0,大園分局,
ENA06035,美的世界社區,坑尾里,"25.03008,"," 121.09492",B1,2698.0,大園分局,
ENA06037,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,750.0,大園分局,
ENA06038,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,1160.0,大園分局,
ENA06039,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,203.0,大園分局,
ENA06040,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,873.0,大園分局,
ENA06041,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,161.0,大園分局,
ENA06042,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,1095.0,大園分局,
ENA06043,大潭工業園區聯合服務中心,大潭里,"25.02493,"," 121.05778",B1,1933.0,大園分局,
ENA06044,台灣電力公司大潭電廠,大潭里,"25.06393,"," 121.19727",B1,71.0,大園分局,
ENA06045,"嘉里大榮物流股份有限公司 ",大潭里,"25.02506,"," 121.05798",B1,176.0,大園分局,
ENA06046,永成環科股份有限公司,大潭里,"25.03557,"," 121.05828",B1,2191.0,大園分局,
ENA06047,江華投資股份有限公司,白玉里,"25.04588,"," 121.09117",B1,173.0,大園分局,
ENA06048,達紡企業股份有限公司,觀音里,"25.03674,"," 121.07534",B1,390.0,大園分局,
ENA06049,紐約幸運星社區,坑尾里,"25.03204,"," 121.10015",B2,1050.0,大園分局,
ENA06050,鴻大開發事業股份有限公司,白玉里,"25.04985,"," 121.08848",0,520.0,大園分局,
ENA06051,綠威環保科技股份有限公司,大潭里,"25.03647,"," 121.05903",B1,108.0,大園分局,
ENA06052,桃園市環保科技園區,大潭里,"25.03759,"," 121.06266",B1,1933.0,大園分局,
ENA06053,觀音區公所,大潭里,25.028138,121.083542,B1,2200.0,大園分局,
ENA06054,台灣電力公司大潭電廠,大潭里,"25.03096,"," 121.05196",B1,3172.0,大園分局,
ENA06055,世紀鋼鐵結構股份有限公司負責人:賴文祥,廣興里,"25.03439,"," 121.0993",B1,376.0,大園分局,
ENA06056,伸泰國際股份有限公司負責人：林玉萍,白玉里,25.050765,121.091804,B1,3966.0,大園分局,
ENA06057,榮鼎綠能股份有限公司負責人：陳志哲,大潭里,"25.03273,"," 121.05602",B1,96.0,大園分局,
ENA06058,僑馥建築經理股份有限公司負責人:彭慶,白玉里,25.041644,121.081285,B1,421.0,大園分局,
ENA07001,黃茂雄,金湖里,25.021460,121.118810,B1,1208.0,大園分局,
ENA07002,台一國際股份有限公司,富源里,24.993140,121.131010,B1,40.0,大園分局,
ENA07003,台灣電力公司新坡服務所,新坡里,25.014740,121.132770,B1,52.0,大園分局,
ENA07004,黃茂雄(東元電機),金湖里,25.021460,121.118810,B1,411.0,大園分局,
ENA07005,蔡振棟(懷得染化公司),富源里,24.971860,121.142630,B1,240.0,大園分局,
ENA07006,和友股份有限公司,富源里,24.985230,121.130070,B1,133.0,大園分局,
ENA07007,大展電線電纜有限公司,富源里,24.971860,121.142630,B1,758.0,大園分局,
ENA07008,臺灣電力公司一次變電所,富源里,25.012610,121.136280,B1,1323.0,大園分局,
ENA07010,臺一國際股份有限公司,富源里,24.973690,121.140170,B1,45.0,大園分局,
ENA07013,何志鴻(和巧電子),上大里,24.974060,121.159670,B1,37.0,大園分局,
ENA07014,國凌工業社,崙坪里,24.995130,121.162460,B1,863.0,大園分局,
ENA07015,萬大工業社,崙坪里,24.995130,121.162460,B1,768.0,大園分局,
ENA07016,長吉工業社,崙坪里,24.994390,121.162790,B1,928.0,大園分局,
ENA07017,宏國工業社,崙坪里,24.994670,121.162340,B1,731.0,大園分局,
ENA07018,萬全工業社,崙坪里,24.994270,121.162080,B1,822.0,大園分局,
ENA07019,振安工業社,崙坪里,24.994670,121.162250,B1,861.0,大園分局,
ENA07020,永安工業社,崙坪里,24.994390,121.162190,B1,858.0,大園分局,
ENA07021,大安工業社,崙坪里,24.994400,121.162010,B1,901.0,大園分局,
ENA07022,國隆工業社,崙坪里,24.995130,121.162460,B1,732.0,大園分局,
ENA07023,宏吉工業社,崙坪里,24.994040,121.162150,B1,632.0,大園分局,
ENA07025,張行邦,大同里,25.011380,121.139070,B1,241.0,大園分局,
ENA07026,鄭清富(觀音農會),大同里,25.011104,121.139460,B1,576.0,大園分局,
ENA07027,林進加(貿新股份有限公司,金湖里,25.029690,121.105690,B1,73.0,大園分局,
ENA07028,陳建山(阡彩股份有限公司),金湖里,25.022800,121.117180,B1,48.0,大園分局,
ENA07030,黃茂雄,金湖里,25.017000,121.118710,B1,661.0,大園分局,
ENA07031,旭發建設公司,藍埔里,24.998390,121.120080,B1,988.0,大園分局,
ENA07032,謝徐月雲(棉隆公司,金湖里,25.021300,121.119720,B1,363.0,大園分局,
ENA07034,吳清福(中山鋁業),金湖里,25.023980,121.112270,B1,56.0,大園分局,
ENA07036,中華電信中壢營運處(大同機房),崙坪里,24.999203,121.162615,B1,302.0,大園分局,
ENA07037,交通部電信總局,崙坪里,24.995913,121.163814,B1,504.0,大園分局,
ENA07039,李應明,大堀里,25.005870,121.130380,B1,92.0,大園分局,
ENA07040,許文中(泰瑞國際公司),新坡里,25.014480,121.136640,B1,854.0,大園分局,
ENA07042,觀音區公所(婦幼館),新坡里,25.014581,121.136658,B1,559.0,大園分局,
ENA07043,交通部郵政總局,大同里,25.011278,121.137492,B1,377.0,大園分局,
ENA07044,交通部電信總局,大同里,25.011217,121.137033,B2,1161.0,大園分局,
ENA07045,私立心燈啟智教養院,富源里,24.975730,121.137360,B1,784.0,大園分局,
ENA07046,世紀鋼鐵結購股份有限公司,金湖里,25.027750,121.109140,B1,213.0,大園分局,
ENA07047,觀音高級中學(王炎川),新坡里,25.015450,121.135920,B1,52.0,大園分局,
ENA07048,觀音高級中學(王炎川),新坡里,25.012610,121.136280,B1,1484.0,大園分局,
ENA07049,全國農業金庫股份有限公司(陳朝輝),上大里,24.978020,121.161620,B1,1522.0,大園分局,
ENA07050,"鴻翔居建設有限公司  (郭素英)",大同里,25.009390,121.142180,B1,647.0,大園分局,
ENA07051,"贏球建設有限公司 林麗敏",富源里,24.967,121.14799,B1,350.0,大園分局,
ENA07052,陳佳甫,崙坪里,25.000450,121.159620,B1,843.0,大園分局,
ENA07053,寬德股份有限公司,崙坪里,25.001942,121.160098,B1,1406.0,大園分局,
ENA07054,木川建設股份有限公司,藍埔里,25.005850,121.119660,B2,504.0,大園分局,
ENA07055,寶國建築經理股份有限公司負責人:陳正林,上大里,24.977910,121.156520,B1,2965.0,大園分局,
ENA07056,紳騰開發建設有限公司負責人:林坤生,大堀里,25.003789,121.127300,B1,1376.0,大園分局,
ENA07057,集盛建設有限公司負責人:振煌,富源里,24.971782,121.141877,B1,1697.0,大園分局,
ENA07058,新傳建設有限公司代表人:林寶玉,新坡里,25.022807,121.141064,B2,1105.0,大園分局,
ENA07059,合眾建築經理股份有限公司負責人:顏文澤,上大里,24.975976,121.154145,B3,1153.0,大園分局,
ENA07060,合眾建築經理股份有限公司負責人：顏文澤,新坡里,25.014186,121.133195,B2,591.0,大園分局,
ENA08001,美琪瑪國際﹝股﹞公司觀音廠,草漯里,25.047180,121.142980,B1,685.0,大園分局,
ENA08002,久霆﹝股﹞公司觀音廠,草漯里,25.057640,121.130310,B1,136.0,大園分局,
ENA08003,蘭州工程﹝股﹞公司觀音廠,草漯里,25.052280,121.126810,B1,255.0,大園分局,
ENA08004,台通光電﹝股﹞公司,草漯里,25.051190,121.126850,B1,373.0,大園分局,
ENA08005,美琪瑪國際﹝股﹞公司桃園廠,草漯里,25.050240,121.127480,B1,100.0,大園分局,
ENA08007,宜通﹝股﹞公司,草漯里,25.046130,121.133150,B1,110.0,大園分局,
ENA08009,繼德印染科技﹝股﹞公司,草漯里,25.046260,121.132280,B1,412.0,大園分局,
ENA08010,和星纖維工業﹝股﹞公司,草漯里,25.045800,121.133070,B1,36.0,大園分局,
ENA08011," 錦美紙業﹝股﹞公司觀音廠",草漯里,25.058810,121.128960,B1,190.0,大園分局,
ENA08012,協明化工﹝股﹞公司觀音廠,草漯里,25.057830,121.129690,B1,340.0,大園分局,
ENA08013,"德彥造紙﹝股﹞公司 觀音廠",草漯里,25.058390,121.129830,B1,475.0,大園分局,
ENA08014,集盛實業股份有限公司(四廠),草漯里,25.054950,121.130420,B1,221.0,大園分局,
ENA08016,研能科技﹝股﹞公司觀音廠,草漯里,25.046390,121.135480,B1,475.0,大園分局,
ENA08017,接昌工業﹝股﹞公司,草漯里,25.048830,121.136060,B1,191.0,大園分局,
ENA08018,祥藝塑膠有限公司,草漯里,25.055630,121.130520,B1,139.0,大園分局,
ENA08019,利誼金屬,草漯里,25.053870,121.130190,B1,100.0,大園分局,
ENA08020,福業電子﹝股﹞公司,草漯里,25.047180,121.142980,B1,438.0,大園分局,
ENA08023,禾光有限公司觀音廠,草漯里,25.048720,121.135190,B1,90.0,大園分局,
ENA08024,大豐電化工業﹝股﹞公司觀音廠,草漯里,25.055120,121.124340,B1,31.0,大園分局,
ENA08025,鴻合環保科技有限公司觀音廠,草漯里,25.049070,121.135130,B1,646.0,大園分局,
ENA08026,東達工業﹝股﹞公司,草漯里,25.050070,121.130390,B1,106.0,大園分局,
ENA08027,寶城特殊印刷有限公司觀音廠,草漯里,25.049540,121.135540,B1,71.0,大園分局,
ENA08028,欣旺實業﹝股﹞公司桃園廠,草漯里,25.047460,121.133380,B1,121.0,大園分局,
ENA08029,巨壯企業﹝股﹞公司觀音廠,草漯里,25.047530,121.135460,B1,44.0,大園分局,
ENA08030,源順塑膠,草漯里,25.058890,121.136470,B1,211.0,大園分局,
ENA08032,彩色世界大樓,草漯里,25.047180,121.142980,B1,3465.0,大園分局,
ENA08033,一協榮公司,草漯里,25.055460,121.135980,B1,115.0,大園分局,
ENA08035,明營機械廠﹝股﹞公司觀音廠,草漯里,25.050750,121.128210,B1,181.0,大園分局,
ENA08036,東欣實業﹝股﹞公司,草漯里,25.055420,121.131620,B1,754.0,大園分局,
ENA08037,麗嘉科技﹝股﹞公司,草漯里,25.049870,121.128780,B1,195.0,大園分局,
ENA08038,國合精密﹝股﹞公司桃園廠,樹林里,25.064910,121.129080,B1,147.0,大園分局,
ENA08039,常禾菁研科技﹝股﹞公司,樹林里,25.065880,121.128120,B1,250.0,大園分局,
ENA08040,光美企業工廠﹝股﹞公司,樹林里,25.061980,121.128370,B1,577.0,大園分局,
ENA08041,友鴻材料科技﹝股﹞公司觀音廠,樹林里,25.068390,121.127650,B1,40.0,大園分局,
ENA08045,日旭化學工業﹝股﹞公司,樹林里,25.065760,121.126270,B1,32.0,大園分局,
ENA08048,甲芝生物科技﹝股﹞公司觀音廠,樹林里,25.066970,121.125900,B1,169.0,大園分局,
ENA08049,杏芳化工﹝股﹞公司觀音廠,樹林里,25.067130,121.124780,B1,119.0,大園分局,
ENA08050,竑澤實業﹝股﹞公司,樹林里,25.066740,121.123710,B1,76.0,大園分局,
ENA08051,合一實業﹝股﹞公司觀音廠,樹林里,25.067060,121.123350,B1,175.0,大園分局,
ENA08052,大勤化成﹝股﹞公司觀音廠,樹林里,25.061980,121.128370,B1,224.0,大園分局,
ENA08053,華普飛機引擎科技﹝股﹞公司,樹林里,25.057640,121.125660,B1,117.0,大園分局,
ENA08054," 金路電子企業﹝股﹞公司",樹林里,25.059730,121.124030,B1,1034.0,大園分局,
ENA08055,侑晉科技﹝股﹞公司觀音廠,樹林里,25.052670,121.126130,B1,80.0,大園分局,
ENA08057,歌林﹝股﹞公司觀音廠,樹林里,25.056190,121.119960,B3,390.0,大園分局,
ENA08058,瀚宇博德﹝股﹞公司觀音廠,樹林里,25.057080,121.119480,B1,1144.0,大園分局,
