類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註
公寓,TQA0060,聖湖里,宜蘭縣蘇澳鎮聖湖里聖愛路12號,1.0,247.0,
學校,TQA0061,聖湖里,宜蘭縣蘇澳鎮聖湖里中山路二段1號,1.0,940.0,
學校,TQA0062,聖湖里,宜蘭縣蘇澳鎮聖湖里中山路二段1號,1.0,1423.0,
工廠,TQA0063,聖湖里,宜蘭縣蘇澳鎮聖湖里中山路二段235號,1.0,121.0,
公家機關,TQA0064,南安里,宜蘭縣蘇澳鎮南安里漁港路84號,1.0,162.0,
學校,TQA0065,港邊里,宜蘭縣蘇澳鎮港邊里嶺腳路140號,1.0,328.0,
電信局,TQA0066,南澳村,宜蘭縣南澳鄉南澳村蘇花路181號,1.0,43.0,
公寓,TQA0067,南強里,宜蘭縣蘇澳鎮南強里南澳路93號,1.0,1306.0,
工廠,TQA0071,東岳村,宜蘭縣南澳鄉東岳村蘇花路3段101號,1.0,56.0,
公寓,TQA0072,南安里,宜蘭縣蘇澳鎮南安里南安路74巷10號,1.0,580.0,
電信局,TQA0073,蘇西里,宜蘭縣蘇澳鎮蘇西里中山路1段220號,1.0,306.0,
公家機關,TQA0074,蘇西里,宜蘭縣蘇澳鎮蘇西里中山路1段252號,1.0,58.0,
工廠,TQA0075,龍德里,宜蘭縣蘇澳鎮龍德里自強路15號,2.0,187.0,
工廠,TQA0076,龍德里,宜蘭縣蘇澳鎮龍德里德興三路5號,1.0,3402.0,
學校,TQA0077,南建里,宜蘭縣蘇澳鎮南建里學府路122號,1.0,911.0,
漁會,TQA0078,南安里,宜蘭縣蘇澳鎮南安里海邊路126號,2.0,1859.0,
學校,TQA0079,蘇西里,宜蘭縣蘇澳鎮蘇西里蘇港路213號,2.0,2626.0,
旅館,TQA0080,蘇西里,宜蘭縣蘇澳鎮蘇西里中原路301號,1.0,3718.0,
旅館,TQA0081,蘇南里,宜蘭縣蘇澳鎮蘇南里中正路38號,1.0,153.0,
觀光工廠,TQA0082,新城里,宜蘭縣蘇澳鎮新城里海山西路500號,1.0,1379.0,
公寓,TQA0083,蘇西里,宜蘭縣蘇澳鎮蘇西里蘇港路193號8樓之1,1.0,129.0,
工廠,TQA0084,聖愛里,宜蘭縣蘇澳鎮聖愛里中山路二段235號,1.0,461.0,
工廠,TQA0085,蘇西里,宜蘭縣蘇澳鎮蘇西里中山路一段308巷46號,1.0,233.0,
旅館,TQA0086,南建里,宜蘭縣蘇澳鎮南建里跨港路1號,1.0,151.0,
電信局,TQA0087,澳花村,宜蘭縣南澳鄉澳花村和平路38-1號,1.0,298.0,
公寓,TMA0001,大新里,宜蘭市大新里光復路4號,1.0,379.0,
公寓,TMA0002,新民里,宜蘭市新民里昇平街12巷6號,1.0,148.0,
公寓,TMA0003,新民里,宜蘭市新民里昇平街38號,1.0,190.0,
公寓,TMA0004,新民里,宜蘭市新民里舊城東路3之1號,1.0,79.0,
大樓,TMA0005,新民里,宜蘭市新民里康樂路103號,1.0,1101.0,
公家機關,TMA0006,新民里,宜蘭市新民里光復路50號,1.0,521.0,
銀行,TMA0007,新民里,宜蘭市新民里中山路三段30號,1.0,101.0,
公寓,TMA0008,新民里,宜蘭市新民里中山路三段24號,1.0,96.0,
公寓,TMA0009,新民里,宜蘭市新民里民生街39號,1.0,160.0,
大樓,TMA0010,大新里,宜蘭市大新里光復路48號,1.0,815.0,
大樓,TMA0011,大新里,宜蘭市大新里和睦路92號,1.0,312.0,
大樓,TMA0012,大新里,宜蘭市大新里和睦路107號,1.0,582.0,
大樓,TMA0013,民權里,宜蘭市民權里女中路二段309號,1.0,963.0,
旅館,TMA0014,大新里,宜蘭市大新里和睦路32號,1.0,292.0,
旅館,TMA0015,大新里,宜蘭市大新里康樂路30號,1.0,262.0,
旅館,TMA0016,大新里,宜蘭市大新里新民路19號,1.0,55.0,
旅館,TMA0017,大新里,宜蘭市大新里新民路31號,1.0,236.0,
公寓,TMA0018,大新里,宜蘭市大新里新民路23號,1.0,268.0,
公寓,TMA0020,神農里,宜蘭市神農里中山路二段512號,1.0,102.0,
學校,TMA0021,神農里,宜蘭市神農里崇聖街2號,1.0,562.0,
大樓,TMA0022,民權里,宜蘭市民權里神農路二段76號,1.0,139.0,
公家機關,TMA0023,民權里,宜蘭市民權里中山路二段261號,1.0,402.0,
大樓,TMA0024,神農里,宜蘭市神農里自強新路95號,1.0,2370.0,
公家機關,TMA0033,民權里,宜蘭市民權里中華路100號,1.0,185.0,
公家機關,TMA0034,民權里,宜蘭市民權里中山路二段167號,1.0,340.0,
公家機關,TMA0035,民權里,宜蘭市民權里中山路二段167號,1.0,872.0,
大樓,TMA0036,民權里,宜蘭市民權里中山路二段55號,1.0,1050.0,
公寓,TMA0037,神農里,宜蘭市神農里女中路二段266巷2號,1.0,130.0,
公寓,TMA0038,民權里,宜蘭市民權里農權路119號,1.0,40.0,
公寓,TMA0039,民權里,宜蘭市民權里中華路40號,1.0,37.0,
醫院,TMA0040,神農里,宜蘭市神農里復興路66號,1.0,100.0,
公寓,TMA0041,大新里,宜蘭市大新里康樂路57號,1.0,117.0,
大樓,TMA0042,大新里,宜蘭市大新里新民路75號,1.0,302.0,
大樓,TMA0043,大新里,宜蘭市大新里舊城東路50號,1.0,2750.0,
公家機關,TMA0044,民權里,宜蘭市民權里中華路146號,1.0,505.0,
公家機關,TMA0046,民權里,宜蘭市民權里中山路二段261號,1.0,170.0,
大樓,TMA0048,民權里,宜蘭市民權里農權路90號,1.0,805.0,
公寓,TMA0049,民權里,宜蘭市民權里6鄰中華路18巷3號,1.0,150.0,
公家機關,TMA0051,神農里,宜蘭市神農里中山路二段482號,1.0,7265.0,
大樓,TMA0053,神農里,宜蘭市神農里中山路二段318號,1.0,2076.0,
旅館,TMA0055,大新里,宜蘭市大新里光復路30號,1.0,268.0,
公家機關,TMA0056,神農里,宜蘭市神農里中山路二段432號,1.0,487.0,
旅館,TMA0057,大新里,宜蘭市大新里宜興路一段366號,1.0,354.0,
公寓,TMA0058,新民里,宜蘭市新民里昇平街76號,1.0,43.0,
大樓,TMA0059,大新里,宜蘭市大新里新民路79號,1.0,465.0,
廟宇,TMA0060,中山里,宜蘭市中山里城隍街27號,1.0,110.0,
公寓,TMA0062,西門里,宜蘭市西門里中山路三段217號,1.0,294.0,
公寓,TMA0064,中山里,宜蘭市中山里城隍路59號,1.0,101.0,
台灣電力公司,TMA0065,西門里,宜蘭市西門里舊城西路111號,1.0,1752.0,
廟宇,TMA0066,中山里,宜蘭市中山里城隍街52號,1.0,245.0,
公寓,TMA0067,中山里,宜蘭市中山里碧霞街42號,1.0,69.0,
公寓,TMA0068,中山里,宜蘭市中山里城隍街16號,1.0,138.0,
公寓,TMA0069,西門里,宜蘭市西門里文昌路176號,1.0,299.0,
醫院,TMA0070,東門里,宜蘭市東門里新民路152號,1.0,1008.0,
大樓,TMA0071,慈安里,宜蘭市慈安里慈安路41之7號,1.0,601.0,
公寓,TMA0072,慈安里,宜蘭市慈安里林森路311巷2號,1.0,3206.0,
公寓,TMA0074,小東里,宜蘭小東里新興路83號,1.0,54.0,
公寓,TMA0075,東門里,宜蘭市東門里聖後街103之1號,1.0,35.0,
公寓,TMA0076,小東里,宜蘭市小東里樹人路10號,1.0,804.0,
祭祀公業,TMA0077,東門里,宜蘭市東門里聖後118號,1.0,794.0,
公家機關,TMA0078,新民里,宜蘭市新民里新民路143號,1.0,73.0,
大樓,TMA0079,慈安里,宜蘭市慈安里林森路203號,1.0,318.0,
公寓,TMA0080,新民里,宜蘭市新民里中山路三段中央商場53之5號,1.0,136.0,
公寓,TMA0081,東門里,宜蘭市東門里力新路42號,1.0,283.0,
大樓,TMA0082,新民里,宜蘭市新民里崇聖街63號,1.0,1223.0,
公寓,TMA0084,慈安里,宜蘭市慈安里林森路311巷42號,1.0,1109.0,
教會,TMA0086,東門里,宜蘭市東門里新民路108號,1.0,484.0,
公寓,TMA0087,新民里,宜蘭市新民里崇聖街53號,1.0,147.0,
醫院,TMA0088,東門里,宜蘭市東門里新民路152號,1.0,1637.0,
公寓,TMA0090,東門里,宜蘭市東門里崇聖街83號,1.0,625.0,
郵局,TMA0091,東門里,宜蘭市東門里中山路三段128號,1.0,4350.0,
大樓,TMA0092,東門里,宜蘭市東門里中山路三段152號,1.0,930.0,
大樓,TMA0093,小東里,宜蘭市小東里新興路20號,1.0,604.0,
學校,TMA0094,小東里,宜蘭市小東里樹人路37號,1.0,1236.0,
農會,TMA0095,小東里,宜蘭市小東里小東路6之1號,1.0,1603.0,
公家機關,TMA0096,神農里,宜蘭市神農里舊城南路1號,1.0,942.0,
大樓,TMA0097,民權里,宜蘭市民權里中山路二段31號,1.0,708.0,
公家機關,TMA0098,民權里,宜蘭市民權里女中路二段287號,1.0,1076.0,
大樓,TMA0099,小東里,宜蘭市小東里樹人路50號,1.0,5432.0,
銀行,TMA0100,神農里,宜蘭市神農里光復路43號,1.0,1525.0,
公寓,TMA0110,復興里,宜蘭縣宜蘭市和睦路146號,1.0,86.0,
大樓,TMA0111,民族里,宜蘭縣宜蘭市樹人路37號,1.0,317.0,
公寓,TMA0112,孝廉里,宜蘭縣宜蘭市新民路152號,1.0,17.0,
大樓,TMA0113,新東里,宜蘭縣宜蘭市中山路二段305號,1.0,448.0,
公寓,TMA0114,東村里,宜蘭縣宜蘭市同慶路95號,1.0,187.0,
公寓,TMA0115,菜園里,宜蘭縣宜蘭市農權路101號,1.0,31.0,
大樓,TMA0116,民權里,宜蘭市民權里5鄰弘志路26號,1.0,788.0,
學校,TMB0001,思源里,宜蘭市思源里神農路一段1號,1.0,16972.0,
大樓,TMB0002,文化里,宜蘭市文化里復興路二段258號,1.0,567.0,
學校,TMB0003,思源里,宜蘭市思源里神農路一段1號,1.0,3526.0,
大樓,TMB0004,文化里,宜蘭市文化里宜中路218號,1.0,311.0,
大樓,TMB0005,泰山里,宜蘭市泰山里民權新路469號,1.0,1561.0,
旅館,TMB0006,民族里,宜蘭市民族里神農路二段55號,1.0,600.0,
公寓,TMB0007,民族里,宜蘭市民族里民權新路104號,1.0,57.0,
公寓,TMB0008,進士里,宜蘭市進士里弘志路1號,1.0,83.0,
公寓,TMB0009,民族里,宜蘭市文化路文化路190號,1.0,54.0,
公寓,TMB0010,泰山里,宜蘭市泰山里泰山路112巷2弄1號,1.0,327.0,
大樓,TMB0011,思源里,宜蘭市思源里女中路三段84號,1.0,5667.0,
公寓,TMB0012,文化里,宜蘭市文化里軍民路5巷56號,1.0,60.0,
公寓,TMB0013,文化里,宜蘭市文化里軍民路5巷68號,1.0,94.0,
公寓,TMB0014,文化里,宜蘭市文化里軍民路5巷33號,1.0,148.0,
公寓,TMB0015,民族里,宜蘭市民族里國榮路92巷1弄10號,1.0,140.0,
公寓,TMB0016,負郭里,宜蘭市負郭里民權新路214號,1.0,32.0,
大樓,TMB0017,泰山里,宜蘭市泰山里金六結路491號,1.0,1868.0,
大樓,TMB0018,民族里,宜蘭市民族路328號,1.0,893.0,
公寓,TMB0019,復興里,宜蘭市復興里女中路二段370號,1.0,393.0,
大樓,TMB0020,思源里,宜蘭市思源里宜中路79巷23號,1.0,2939.0,
大樓,TMB0021,思源里,宜蘭市思源里宜中路100號,1.0,1300.0,
公寓,TMB0022,泰山里,宜蘭市泰山里泰山路350巷11號,1.0,51.0,
公寓,TMB0023,文化里,宜蘭市文化里復興路二段28號,1.0,33.0,
公寓,TMB0024,負郭里,宜蘭市負郭里泰山路94號,1.0,152.0,
學校,TMB0025,思源里,宜蘭思源里神農路一段1號,1.0,298.0,
大樓,TMB0026,民族里,宜蘭市民族里文化路79號,1.0,635.0,
大樓,TMB0028,思源里,宜蘭市思源里嵐峰路三段438號,1.0,954.0,
大樓,TMB0029,負郭里,宜蘭市負郭里民權新路252號,1.0,2042.0,
公寓,TMB0030,文化里,宜蘭市文化里復興路二段49號,1.0,298.0,
大樓,TMB0031,泰山里,宜蘭市泰山里建軍路18之3號,1.0,861.0,
公寓,TMB0032,負郭里,宜蘭市負郭里負郭路25巷30號,1.0,219.0,
公寓,TMB0033,泰山里,宜蘭市泰山里泰山路112巷12號,1.0,170.0,
公寓,TMB0035,負郭里,宜蘭市負郭里負郭路25巷2弄8號,1.0,124.0,
公寓,TMB0037,文化里,宜蘭市文化里復興路二段15巷13號,1.0,131.0,
公寓,TMB0038,文化里,宜蘭市文化里復興路二段15巷1號,1.0,246.0,
大樓,TMB0039,思源里,宜蘭市思源里民族路497號,1.0,282.0,
大樓,TMB0040,文化里,宜蘭市文化里民族路338號,1.0,1143.0,
大樓,TMB0041,思源里,宜蘭市思源里民族路499號,1.0,2581.0,
大樓,TMB0042,文化里,宜蘭市文化里復興路二段2之1號,1.0,206.0,
公寓,TMB0043,泰山里,宜蘭市泰山里泰山路112巷14號,1.0,79.0,
公寓,TMB0045,負郭里,宜蘭市負郭里泰山路95巷33號,1.0,129.0,
大樓,TMB0046,建軍里,宜蘭市建軍里復興路三段92號,1.0,328.0,
大樓,TMB0047,民族里,宜蘭市民族里民權新路184號,1.0,544.0,
公寓,TMB0048,泰山里,宜蘭市泰山里泰山路112巷4弄1號,1.0,190.0,
大樓,TMB0049,建軍里,宜蘭市建軍里民族路413號,1.0,5041.0,
大樓,TMB0050,七結里,宜蘭市七結里農權路三段77號,1.0,600.0,
大樓,TMB0051,文化里,宜蘭市文化里民權新路299號,1.0,527.0,
學校,TMB0052,思源里,宜蘭市思源里神農路一段1號,1.0,5826.0,
大樓,TMB0053,文化里,宜蘭市文化里民族路360號,1.0,3684.0,
佛堂,TMB0054,復興里,宜蘭市復興里農權路130號,1.0,64.0,
公寓,TMB0056,泰山里,宜蘭市泰山里泰山路112巷6弄2號,1.0,222.0,
公寓,TMB0057,文化里,宜蘭市文化里復興路二段70號,1.0,107.0,
公寓,TMB0058,民族里,宜蘭市民族里神農路二段73號,1.0,28.0,
學校,TMB0059,思源里,宜蘭市思源里神農路一段1號,1.0,1006.0,
公寓,TMB0060,建軍里,宜蘭市建軍里農權路三段160號,1.0,230.0,
學校,TMB0062,文化里,宜蘭市文化里復興路二段77號,1.0,132.0,
大樓,TMB0063,復興里,宜蘭市復興里女中路二段488號,1.0,550.0,
公寓,TMB0064,復興里,宜蘭市復興里神農路一段10號,1.0,133.0,
大樓,TMB0065,復興里,宜蘭市復興里農權路100號,1.0,1896.0,
大樓,TMB0066,民族里,宜蘭市民族里文化路129號,1.0,1447.0,
大樓,TMB0067,文化里,宜蘭市文化里民權新路279號,1.0,3453.0,
學校,TMB0068,思源里,宜蘭市思源里神農路一段1號,1.0,3504.0,
大樓,TMB0069,負郭里,宜蘭市負郭里民權新路262號,2.0,18590.0,
公家機關,TMB0070,負郭里,宜蘭市負郭里泰山路66號,1.0,3996.0,
公寓,TMB0073,建軍里,宜蘭市建軍里農權路三段40號,1.0,39.0,
公寓,TMB0075,負郭里,宜蘭市負郭里泰山路86巷4弄74號,1.0,112.0,
公家機關,TMB0076,復興里,宜蘭市復興里復興路一段26號,1.0,49.0,
學校,TMB0079,思源里,宜蘭市思源里神農路一段1號,1.0,2692.0,
公寓,TMB0087,南門里,宜蘭市南門里文昌路59號,1.0,27.0,
大樓,TMB0088,南門里,宜蘭市南門里舊城西路8號,1.0,314.0,
公寓,TMB0089,負郭里,宜蘭市負郭里泰山路86巷4弄69號,1.0,96.0,
公寓,TMB0090,負郭里,宜蘭市負郭里泰山路86巷4弄77號,1.0,66.0,
公寓,TMB0091,負郭里,宜蘭市負郭里泰山路86巷4弄75號,1.0,69.0,
公寓,TMB0092,負郭里,宜蘭市負郭里泰山路86巷4弄71號,1.0,84.0,
大樓,TMB0093,復興里,宜蘭市復興里女中路二段428號,1.0,458.0,
大樓,TMB0094,南門里,宜蘭市南門里民權路二段10號,2.0,47374.0,
公家機關,TMB0095,負郭里,宜蘭市負郭里泰山路65號,1.0,2397.0,
大樓,TMB0096,復興里,宜蘭市復興里農權路191巷5號,1.0,761.0,
大樓,TMB0097,七結里,宜蘭市七結里農權路三段79巷15號,1.0,2759.0,
大樓,TMB0098,建軍里,宜蘭市建軍里農權路三段86巷27號,1.0,2612.0,
公寓,TMB0099,民族里,宜蘭市民族里民權新路169號,1.0,72.0,
公寓,TMB0100,復興里,宜蘭市復興里女中路二段348號,1.0,30.0,
公寓,TMB0101,負郭里,宜蘭市泰山路100-6號,1.0,596.0,
大樓,TMB0102,文化里,宜蘭市文化路100號,1.0,40.0,
大樓,TMB0103,復興里,宜蘭市復興路2段45號,1.0,98.0,
公寓,TMB0104,民族里,宜蘭市民族路143-1號,1.0,93.0,
公寓,TMB0105,民族里,宜蘭市農權路3段163巷1號,1.0,3386.0,
公寓,TMB0106,復興里,宜蘭市復興路3段8號,1.0,1000.0,
大樓,TMB0107,泰山里,宜蘭縣宜蘭市泰山路86巷4弄51-3號,1.0,55.0,
大樓,TMB0108,民族里,宜蘭市民權新路208號,1.0,30.0,
大樓,TMC0001,北津里,宜蘭市北津里大坡路一段23號,1.0,842.0,
工廠,TMC0002,梅洲里,宜蘭市梅洲里梅洲二路71號,1.0,18.0,
大樓,TMC0004,茭白里,宜蘭市茭白里中山路五段151巷8號,1.0,3732.0,
工廠,TMC0005,新生里,宜蘭市新生里中山路五段252巷15號,1.0,84.0,
工廠,TMC0006,新生里,宜蘭市新生里中山路五段246號,1.0,202.0,
大樓,TMC0007,北津里,宜蘭市北津里津梅路180巷20號,1.0,1074.0,
公寓,TMC0008,梅洲里,宜蘭市梅洲里梅洲一路12之10號,1.0,82.0,
工廠,TMC0009,新生里,宜蘭市新生里中山路五段276號,1.0,2140.0,
大樓,TMC0010,北津里,宜蘭市北津里津梅路58號,1.0,493.0,
大樓,TMC0011,茭白里,宜蘭市茭白里大坡路一段28號,1.0,840.0,
大樓,TMC0012,北津里,宜蘭市北津里大坡路一段31號,1.0,1972.0,
工廠,TMC0013,梅洲里,宜蘭市梅洲里梅洲二路29號,1.0,105.0,
工廠,TMC0014,梅洲里,宜蘭市梅洲里梅洲二路92號,1.0,144.0,
工廠,TMC0015,梅洲里,宜蘭市梅洲里梅洲一路18之1號,1.0,242.0,
工廠,TMC0016,梅洲里,宜蘭市梅洲里梅洲二路96號,1.0,294.0,
工廠,TMC0017,梅洲里,宜蘭市梅洲里梅洲二路59號,1.0,137.0,
大樓,TMC0018,北津里,宜蘭市北津里大坡路一段121巷31號,1.0,3117.0,
大樓,TMC0019,北津里,宜蘭市北津里大坡路一段121巷32號,1.0,168.0,
工廠,TMC0021,梅洲里,宜蘭市梅洲里梅洲二路99號,1.0,26.0,
工廠,TMC0022,梅洲里,宜蘭市梅洲里梅洲二路122號,1.0,81.0,
工廠,TMC0023,梅洲里,宜蘭市梅洲里梅洲一路14之6號,1.0,54.0,
公寓,TMC0024,梅洲里,宜蘭市北津里津梅路72巷5弄86號,1.0,103.0,
工廠,TMC0026,新生里,宜蘭市新生里中山路五段252巷22號,1.0,102.0,
公寓,TMC0027,北門里,宜蘭市北門里慶和街103號,1.0,66.0,
公寓,TMC0028,北門里,宜蘭市北門里同興街123號,1.0,73.0,
公寓,TMC0030,孝廉里,宜蘭市孝廉里中山路三段292號,1.0,49.0,
公寓,TMC0031,北門里,宜蘭市北門里同興街119號,1.0,325.0,
公寓,TMC0033,孝廉里,宜蘭市孝廉里中山路三段218號,1.0,114.0,
公寓,TMC0036,孝廉里,宜蘭市孝廉里中山路三段226號,1.0,83.0,
公寓,TMC0037,孝廉里,宜蘭市孝廉里中山路三段316號,1.0,865.0,
公寓,TMC0039,北門里,宜蘭市北門里中山路三段257號,1.0,466.0,
大樓,TMC0040,北門里,宜蘭市北門里中山路三段290號,1.0,2282.0,
大樓,TMC0041,菜園里,宜蘭市菜園里力行路106巷22號,1.0,771.0,
工廠,TMC0042,孝廉里,宜蘭市孝廉里新興路63號,1.0,297.0,
大樓,TMC0045,孝廉里,宜蘭市孝廉里舊城北路110號,1.0,180.0,
公寓,TMC0046,菜園里,宜蘭市菜園里吉祥路126號,1.0,1069.0,
旅館,TMC0048,菜園里,宜蘭市菜園里舊城北路30之1號,1.0,393.0,
公寓,TMC0051,菜園里,宜蘭市菜園里吉祥路99號,1.0,28.0,
廟宇,TMC0052,孝廉里,宜蘭市孝廉里東後街2號,1.0,455.0,
大樓,TMC0053,孝廉里,宜蘭市孝廉里新興路175號,1.0,396.0,
大樓,TMC0054,孝廉里,宜蘭市孝廉里新興路216號,1.0,565.0,
學校,TMC0060,孝廉里,宜蘭市孝廉里力行路152號,1.0,759.0,
大樓,TMC0061,菜園里,宜蘭市菜園里環河東路93號,1.0,208.0,
旅館,TMC0062,茭白里,宜蘭市茭白里中山路五段123號,1.0,2318.0,
大樓,TMC0063,菜園里,宜蘭市菜園里幸福路51號,1.0,3804.0,
廟宇,TMC0064,北門里,宜蘭市北門里新興路268號,1.0,1855.0,
大樓,TMC0065,孝廉里,宜蘭市孝廉里新興路177號,1.0,65.0,
大樓,TMC0066,孝廉里,宜蘭市菜園里幸福路50號,1.0,125.0,
公寓,TMC0068,孝廉里,宜蘭縣宜蘭市力行路106巷8號,1.0,50.0,
公家機關,TMD0001,新東里,宜蘭市新東里林森路100號,1.0,200.0,
電信局,TMD0002,成功里,宜蘭市新東里陽明三路38號,1.0,1297.0,
公寓,TMD0003,東村里,宜蘭市東村里校舍路51號,1.0,106.0,
