類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
地下室,舊館國小,JRA00065,舊館村,彰化縣埔心鄉舊館村員鹿路4段201號,23.94766773,120.5252165,"1 ","130 ",,彰化縣埔心鄉舊館村員鹿路4段201號
地下室,允強實業公司,JRA00063,舊館村,彰化縣埔心鄉舊館村員鹿路4段30號,23.94926594,120.5287285,"1 ","72 ",,彰化縣埔心鄉舊館村員鹿路4段30號
地下室,允強實業公司,JRA00084,舊館村,彰化縣埔心鄉舊館村員鹿路4段33號,23.9491777,120.5287714,"1 ","252 ",,彰化縣埔心鄉舊館村員鹿路4段33號
地下室,衛福部彰化醫院,JRA00105,舊館村,彰化縣埔心鄉舊館村中正路2段80號,23.95091311,120.5271431,"1 ","6,464 ",,彰化縣埔心鄉舊館村中正路2段80號
地下室,瑞星鞋廠,JRA00064,芎蕉村,彰化縣埔心鄉芎蕉村員鹿路5段384號,23.95244934,120.5123339,"1 ","264 ",,彰化縣埔心鄉芎蕉村員鹿路5段384號
地下室,貝世登實業公司,JRA00092,二重村,彰化縣埔心鄉二重村五通南路180號,23.96810918,120.5262935,"1 ","68 ",,彰化縣埔心鄉二重村五通南路180號
地下室,岱聖公司,JRA00067,太平村,彰化縣埔鹽鄉太平村大新路1巷25號,23.98458834,120.4313701,"1 ","125 ",,彰化縣埔鹽鄉太平村大新路1巷25號
地下室,聚隆纖維公司,JRA00069,永樂村,彰化縣埔鹽鄉永樂村番金路94號,23.99863002,120.427898,"1 ","720 ",,彰化縣埔鹽鄉永樂村番金路94號
地下室,埔鹽鄉圖書館,JRA00070,好修村,彰化縣埔鹽鄉好修村員鹿路二段60號,24.00067921,120.4631079,"1 ","181 ",,彰化縣埔鹽鄉好修村員鹿路二段60號
地下室,羽展工業股份有限公司,JRA00072,角樹村,彰化縣埔鹽鄉員鹿路1段118號,23.98649155,120.4685955,"1 ","66 ",,彰化縣埔鹽鄉員鹿路1段118號
地下室,世家塑膠股份有限公司,JRA00073,埔鹽村,彰化縣埔鹽鄉彰水路2段150號,24.0008606,120.4790138,"1 ","100 ",,彰化縣埔鹽鄉彰水路2段150號
地下室,順昱實業股份有限公司,JRA00074,埔南村,彰化縣埔鹽鄉埔南村埔菜路52號之21號,23.99240944,120.4789028,"1 ","73 ",,彰化縣埔鹽鄉埔南村埔菜路52號之21號
地下室,亞力國際有限公司,JRA00083,埔南村,彰化縣埔鹽鄉埔南村彰水路一段365巷16號,23.99526062,120.476436,"1 ","221 ",,彰化縣埔鹽鄉埔南村彰水路一段365巷16號
地下室,埔鹽鄉私有零售市場,JRA00076,埔鹽村,彰化縣埔鹽鄉埔鹽村中正路27巷23弄7號,23.99620303,120.4758349,"1 ","471 ",,彰化縣埔鹽鄉埔鹽村中正路27巷23弄7號
地下室,互利國際股份有限公司,JRA00077,出水村,彰化縣埔鹽鄉出水村埔港路32號之2,23.99087912,120.4986435,"1 ","67 ",,彰化縣埔鹽鄉出水村埔港路32號之2
地下室,宏洋精密工業有限公司,JRA00082,角樹村,彰化縣埔鹽鄉角樹村員鹿路一段129號,23.98686425,120.4685109,"1 ","35 ",,彰化縣埔鹽鄉角樹村員鹿路一段129號
地下室,吉品機械有限公司,JRA00079,埔南村,彰化縣埔鹽鄉埔南村埔菜路67號,23.99258823,120.4778487,"1 ","53 ",,彰化縣埔鹽鄉埔南村埔菜路67號
地下室,建宏塑膠有限公司,JRA00080,埔南村,彰化縣埔鹽鄉埔南村彰水路一段205號之6,23.99181503,120.477254,"1 ","98 ",,彰化縣埔鹽鄉埔南村彰水路一段205號之6
地下室,民宅,JRA00110,瓦南村,彰化縣埔心鄉瓦南村瓦磘厝街150號,23.94940978,120.5629383,"1 ","177 ",,彰化縣埔心鄉瓦南村瓦磘厝街150號
地下室,五山食品,JRA00047,瓦北村,彰化縣埔心鄉瓦北村員鹿路5之31號,23.9574598,120.5626653,"1 ","100 ",,彰化縣埔心鄉瓦北村員鹿路5之31號
地下室,東寶大第,JRA00107,湖東里,彰化縣溪湖鎮湖東里興學街65號,23.9611583,120.4827942,"1 ","547 ",,彰化縣溪湖鎮湖東里興學街65號
地下室,太平國小,JRA00108,太平村,彰化縣埔心鄉太平村太平路328號,23.937442,120.552867,"1 ","416 ",,彰化縣埔心鄉太平村太平路328號
地下室,埔心鄉演藝廳,JRA00109,義民村,彰化縣埔心鄉義民村員鹿路二段332號,23.9530474,120.5441706,"1 ","543 ",,彰化縣埔心鄉義民村員鹿路二段332號
