類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
頂好社區,D301000229,文衡里,新北市新莊區文衡里景德路264巷10號,1.0,94.0,新莊派出所,,121.4484,25.03414
傳峰社區,D301000230,海山里,新北市新莊區海山里瓊泰路188號,4.0,404.0,新莊派出所,,121.4432,25.03359
私人住宅大樓,D301000231,榮和里,新北市新莊區榮和里大觀街41號,4.0,3192.0,新莊派出所,,121.4536,25.03558
祥顥醫院,D301000232,文明里,新北市新莊區文明里思源路2號,1.0,551.0,新莊派出所,,121.46084,25.038661
五星尊爵,D301000233,榮和里,新北市新莊區榮和里中華路1段31號,1.0,1852.0,新莊派出所,,121.4519,25.03745
盲人重建院,D301000234,海山里,新北市新莊區海山里中正路384-1號,1.0,730.0,新莊派出所,,121.443,25.0352
鳳凰花園,D301000235,忠孝里,新北市新莊區忠孝里中正路340巷1號,1.0,3697.0,新莊派出所,,121.4447,25.03489
公寓,D301000236,文德里,新北市新莊區文德里大觀街42巷3-1號,12.0,60.0,新莊派出所,,121.4541,25.03571
私人住宅大樓,D301000237,文聖里,新北市新莊區文聖里4鄰中興街1號,1.0,3427.0,新莊派出所,,121.4493,25.035988
私人住宅大樓,D301000238,泰豐里,新北市新莊區泰豐里新泰路2-20號,1.0,301.0,新莊派出所,,121.45,25.032272
富都新莊,D301000239,立人里,新北市新莊區立人里5鄰永寧街22號,1.0,1697.0,新莊派出所,,121.45309,25.038129
私人住宅大樓,D302000002,化成里,新北市新莊區化成路11巷48號,1.0,635.0,頭前派出所,,121.46333,25.043759
私人住宅大樓,D302000127,頭前里,新北市新莊區頭前里15鄰化成路660巷7號,1.0,27.0,頭前派出所,,121.4664,25.05646
私人住宅大樓,D302000154,信義里,新北市新莊區信義里14鄰幸福路64巷4弄28號,1.0,144.0,頭前派出所,,121.45774,25.050169
私人住宅大樓,D302000155,信義里,新北市新莊區信義里16鄰幸福路80號,1.0,302.0,頭前派出所,,121.45658,25.049706
公寓,D302000220,化成里,新北市新莊區化成里化成路63巷20號,1.0,501.0,頭前派出所,,121.4636,25.04592
私人住宅大樓,D302000239,信義里,新北市新莊區信義里福壽街94巷19弄2號,1.0,512.0,頭前派出所,,121.4594,25.05024
公寓,D302000270,化成里,新北市新莊區化成里化成路83巷22號,1.0,294.0,頭前派出所,,121.4638,25.04663
工廠,D302000274,頭前里,新北市新莊區頭前里化成路371巷2號,1.0,488.0,頭前派出所,,121.4643,25.0572
頭前國小,D302000280,頭前里,新北市新莊區頭前里化成路231號,1.0,574.0,頭前派出所,,121.4661,25.05293
私人住宅大樓,D302000283,頭前里,新北市新莊區頭前里化成路524巷43號,1.0,47.0,頭前派出所,,121.4668,25.05276
私人住宅大樓,D302000284,頭前里,新北市新莊區頭前里化成路524巷39號,1.0,47.0,頭前派出所,,121.4668,25.05276
私人住宅大樓,D302000285,頭前里,新北市新莊區頭前里化成路524巷39號2,1.0,128.0,頭前派出所,,121.4668,25.05276
公寓,D302000286,頭前里,新北市新莊區頭前里化成路614號,1.0,201.0,頭前派出所,,121.4666,25.0548
台北醫院,D302000289,思源里,新北市新莊區思源里思源路127號,1.0,3128.0,頭前派出所,,121.45962,25.04324
公寓,D302000290,信義里,新北市新莊區信義里福壽街112巷14號,1.0,783.0,頭前派出所,,121.4587,25.05071
公寓,D302000292,頭前里,新北市新莊區頭前里化成路540號1,1.0,1025.0,頭前派出所,,121.4664,25.05322
私人住宅大樓,D302000293,化成里,新北市新莊區化成里化成路113巷2333號,1.0,1820.0,頭前派出所,,121.4622,25.04737
公寓,D302000294,思源里,新北市新莊區思源里明中街12號,1.0,3029.0,頭前派出所,,121.4585,25.03856
私人住宅大樓,D302000295,頭前里,新北市新莊區頭前里化成路371巷523號,1.0,484.0,頭前派出所,,121.4636,25.05701
公寓,D302000297,福基里,新北市新莊區福基里化成路415號,1.0,38.0,頭前派出所,,121.4648,25.05916
私人住宅大樓,D302000299,思源里,新北市新莊區思源里11鄰思源路193號,1.0,404.0,頭前派出所,,121.4596,25.045857
台北醫院,D302000300,思源里,新北市新莊區思源里思源路127號,1.0,210.0,頭前派出所,,121.45962,25.04324
公寓,D302000303,頭前里,新北市新莊區頭前里化成路205號4,1.0,1064.0,頭前派出所,,121.4659,25.05095
公寓,D302000304,化成里,新北市新莊區化成里化成路63巷21號,1.0,220.0,頭前派出所,,121.4643,25.04576
公寓,D302000306,信義里,新北市新莊區信義里幸福路210號,1.0,2160.0,頭前派出所,,121.4562,25.04947
永新興業公司,D302000307,思源里,新北市新莊區思源里思源路42巷3號,1.0,574.0,頭前派出所,,121.4606,25.04365
亞運保齡球館,D302000310,化成里,新北市新莊區化成里化成路338號,1.0,39.0,頭前派出所,,121.4658,25.04882
公寓,D302000312,化成里,新北市新莊區化成里化成路30號,1.0,854.0,頭前派出所,,121.465,25.04281
公寓,D302000313,頭前里,新北市新莊區頭前里化成路205號,1.0,429.0,頭前派出所,,121.4659,25.05095
公寓,D302000314,頭前里,新北市新莊區頭前里化成路205號45,1.0,715.0,頭前派出所,,121.4659,25.05095
嘉鏵生技公司,D302000319,化成里,新北市新莊區化成里化成路288號,2.0,80.0,頭前派出所,,121.4658,25.04773
TOYOTA公司,D302000321,思源里,新北市新莊區思源里明中街10號,1.0,4030.0,頭前派出所,,121.4587,25.03855
公寓,D302000323,思源里,新北市新莊區思源里復興路2段163號,1.0,1084.0,頭前派出所,,121.4584,25.04453
中軸大樓,D302000324,思源里,新北市新莊區思源里思源路38號,3.0,209.0,頭前派出所,,121.4602,25.04263
相互公司,D302000330,頭前里,新北市新莊區頭前里化成路195巷25號,3.0,372.0,頭前派出所,,121.4637,25.05049
公寓,D302000331,仁義里,新北市新莊區仁義里福壽街14巷10號,1.0,1867.0,頭前派出所,,121.4583,25.04778
謹良公司,D302000332,福基里,新北市新莊區福基里化成路746巷5號,2.0,348.0,頭前派出所,,121.4664,25.05796
公寓,D302000334,化成里,新北市新莊區化成里化成路32號,1.0,65.0,頭前派出所,,121.465,25.04301
昇陽新莊公寓,D302000335,信義里,新北市新莊區信義里福壽街124巷18號,1.0,1440.0,頭前派出所,,121.4587,25.05125
遠雄建設,D302000336,思源里,新北市新莊區思源里中正路66號,1.0,1707.0,頭前派出所,,121.46,25.03883
公寓,D302000340,化成里,新北市新莊區化成里化成路110號,2.0,238.0,頭前派出所,,121.4655,25.04442
公寓,D302000341,思源里,新北市新莊區思源里思源路131號,1.0,614.0,頭前派出所,,121.4596,25.04353
衡奕公司,D302000343,頭前里,新北市新莊區頭前里化成路305號1,3.0,44.0,頭前派出所,,121.4659,25.05542
華志彈簧公司,D302000345,頭前里,新北市新莊區頭前里化成路211巷3號,3.0,434.0,頭前派出所,,121.4648,25.05164
公寓,D302000347,仁義里,新北市新莊區仁義里福壽街14巷1號,1.0,1490.0,頭前派出所,,121.4583,25.0479
公寓,D302000349,思源里,新北市新莊區思源里思源路139號,2.0,919.0,頭前派出所,,121.4596,25.04387
頭前國小,D302000350,頭前里,新北市新莊區頭前里化成路231號,3.0,1004.0,頭前派出所,,121.4661,25.05293
川慶科技公司,D302000351,化成里,新北市新莊區化成里化成路83巷12號,1.0,925.0,頭前派出所,,121.4646,25.04656
龍躍新莊公寓,D302000353,思源里,新北市新莊區思源里思源路181號,1.0,318.0,頭前派出所,,121.4596,25.04543
署立台北醫院,D302000355,思源里,新北市新莊區思源里思源路127號,2.0,1873.0,頭前派出所,,121.45962,25.04324
金莊悅泉公寓,D302000358,福基里,新北市新莊區福基里福前街500號,2.0,4106.0,頭前派出所,,121.4625,25.06006
幸福皇居公寓(幸福特區),D302000359,思源里,新北市新莊區思源里福樂街56巷25號,3.0,567.0,頭前派出所,,121.4592,25.0462
茂金金典公寓,D302000363,頭前里,新北市新莊區頭前里頭前路111號,1.0,753.0,頭前派出所,,121.4643,25.05224
上和苑公寓,D302000364,福基里,新北市新莊區福基里福美街120號,2.0,1525.0,頭前派出所,,121.4608,25.05726
私人住宅大樓,D302000366,福基里,新北市新莊區福基里新北大道二段77號,3.0,550.0,頭前派出所,,121.4658,25.06107
藝術首席公寓,D302000368,化成里,新北市新莊區化成里思源路230巷38號,3.0,1248.0,頭前派出所,,121.4611,25.04848
達麗首席公寓,D302000369,頭前里,新北市新莊區頭前里福美街62巷11號,4.0,845.0,頭前派出所,,121.4621,25.05512
新春城公寓,D302000370,頭前里,新北市新莊區頭前里思源路296巷18號,3.0,419.0,頭前派出所,,121.4608,25.05011
公寓,D302000371,化成里,新北市新莊區化成里化成路113巷34號,3.0,131.0,頭前派出所,,121.4648,25.04721
美麗春城大廈,D302000372,頭前里,新北市新莊區頭前里福德二街35號,1.0,991.0,頭前派出所,,121.4625,25.05714
公園首席社區,D302000373,化成里,新北市新莊區化成里思源路192巷70號,3.0,1896.0,頭前派出所,,121.4617,25.04821
合新大美公寓,D302000374,福基里,新北市新莊區福基里福德二街60號,4.0,1451.0,頭前派出所,,121.4618,25.0573
五星尊爵大廈,D302000375,頭前里,新北市新莊區頭前里福德一街41號,3.0,642.0,頭前派出所,,121.4624,25.05602
鄉林淳風公寓,D302000376,福基里,新北市新莊區福基里福美街128巷2號,3.0,1513.0,頭前派出所,,121.4608,25.058
朕權公寓,D302000377,化成里,新北市新莊區化成里幸福東路131號,3.0,721.0,頭前派出所,,121.4611,25.04935
一方林映公寓,D302000378,頭前里,新北市新莊區頭前里思源路370巷58號,3.0,630.0,頭前派出所,,121.4611,25.05155
幸福皇居公寓(皇居特區),D302000379,仁義里,新北市新莊區仁義里福樂街88巷14號,3.0,640.0,頭前派出所,,121.4583,25.04712
美學CEO公寓,D302000380,頭前里,新北市新莊區頭前里福德一街66號,2.0,1039.0,頭前派出所,,121.462,25.0562
全坤峰華公園館,D302000381,頭前里,新北市新莊區頭前里頭前路125號,3.0,1032.0,頭前派出所,,121.4619,25.05225
全坤峰華國際館,D302000382,福基里,新北市新莊區福基里福美街172巷62號,3.0,1176.0,頭前派出所,,121.4621,25.05954
一方城心公寓,D302000383,頭前里,新北市新莊區頭前里頭興街110號,3.0,901.0,頭前派出所,,121.4624,25.05365
綠藝首席公寓,D302000384,福基里,新北市新莊區福基里福德三街11號,3.0,1361.0,頭前派出所,,121.4623,25.0587
昔詩公寓,D302000385,頭前里,新北市新莊區頭前里思源路388號,4.0,487.0,頭前派出所,,121.46,25.0521
四季館公寓,D302000386,福基里,新北市新莊區福基里福德二街50號,3.0,270.0,頭前派出所,,121.4622,25.05732
璞築建設大樓,D302000387,化成里,新北市新莊區化成里思源路192巷36號,3.0,154.0,頭前派出所,,121.4606,25.04823
沃朵夫公寓,D302000388,福基里,新北市新莊區福基里福美街128巷68號,2.0,629.0,頭前派出所,,121.4625,25.05801
翫賞苑公寓,D302000389,福基里,新北市新莊區福基里福德三街1號,3.0,960.0,頭前派出所,,121.4626,25.05871
公寓,D302000390,頭前里,新北市新莊區頭前里化成路630巷20號,3.0,409.0,頭前派出所,,121.4672,25.05515
美樹公寓,D302000391,頭前里,新北市新莊區頭前里福美街62巷7號,1.0,1111.0,頭前派出所,,121.4616,25.05509
竹城新東京公寓,D302000392,頭前里,新北市新莊區頭前里頭前路116號,3.0,2672.0,頭前派出所,,121.4632,25.05268
誠公寓,D302000393,頭前里,新北市新莊區頭前里福德一街33號,3.0,954.0,頭前派出所,,121.4627,25.05605
幸福公園公寓,D302000394,頭前里,新北市新莊區頭前里幸福東路106號,4.0,1002.0,頭前派出所,,121.4632,25.04957
亞昕平方公寓,D302000395,頭前里,新北市新莊區頭前里中原東路198號,4.0,350.0,頭前派出所,,121.4609,25.05454
一品莊公寓,D302000396,頭前里,新北市新莊區頭前里中原東路89巷16號,4.0,1125.0,頭前派出所,,121.4624,25.05416
興天地公寓,D302000397,頭前里,新北市新莊區頭前里福美街52號,4.0,1703.0,頭前派出所,,121.4611,25.05418
國鉅天子公寓,D302000398,化成里,新北市新莊區化成里幸福東路115號,4.0,366.0,頭前派出所,,121.4616,25.04924
家一方公寓,D302000399,頭前里,新北市新莊區頭前里福美街62巷55號,3.0,1193.0,頭前派出所,,121.4631,25.0552
心悅中原公寓,D302000400,頭前里,新北市新莊區頭前里中原東路55號,3.0,911.0,頭前派出所,,121.4636,25.05439
公寓,D302000401,頭前里,新北市新莊區頭前里化成路630巷11號,3.0,73.0,頭前派出所,,121.4667,25.05527
幸福公園公寓,D302000402,福基里,新北市新莊區福基里思源路710號,1.0,868.0,頭前派出所,,121.4602,25.05841
宏普柏悅府大廈,D302000403,頭前里,新北市新莊區頭前里福德二街45號,4.0,1224.0,頭前派出所,,121.4614,25.0571
亞昕細見公寓,D302000404,福基里,新北市新莊區福基里福美街128巷22號,5.0,482.0,頭前派出所,,121.4617,25.05799
冠德鼎苑公寓,D302000405,頭前里,新北市新莊區頭前里福德二街49號,3.0,1232.0,頭前派出所,,121.4612,25.05708
雙橡園公寓,D302000406,化成里,新北市新莊區化成里思源路192巷51號,4.0,1092.0,頭前派出所,,121.4616,25.04847
兆之丘公寓,D302000407,福基里,新北市新莊區福基里思源路678號,4.0,1201.0,頭前派出所,,121.4602,25.05761
合康新時代公寓,D302000408,福基里,新北市新莊區福基里福美街172巷55號,4.0,1569.0,頭前派出所,,121.4623,25.05981
冠德頂峰公寓,D302000409,頭前里,新北市新莊區頭前里思源路486號,3.0,1666.0,頭前派出所,,121.4602,25.05458
上尊爵公寓,D302000410,頭前里,新北市新莊區頭前里頭成街127號,3.0,760.0,頭前派出所,,121.4619,25.05108
冠德鼎華公寓,D302000411,頭前里,新北市新莊區頭前里福德一街32號,3.0,1520.0,頭前派出所,,121.4625,25.05626
閱世界公寓,D302000412,福基里,新北市新莊區福基里福美街172巷31號,4.0,549.0,頭前派出所,,121.4615,25.05984
新莊園公寓,D302000413,福基里,新北市新莊區福基里福德二街1號,4.0,1494.0,頭前派出所,,121.4628,25.0574
W春城大廈,D302000414,頭前里,新北市新莊區頭前里福德一街78號,4.0,679.0,頭前派出所,,121.4613,25.05621
"W TOWER越世紀公寓",D302000415,頭前里,新北市新莊區頭前里思源路362號,3.0,1608.0,頭前派出所,,121.4602,25.05131
皇冠花園公寓,D302000416,頭前里,新北市新莊區頭前里中原東路192號,3.0,602.0,頭前派出所,,121.4612,25.05454
廣天廈公寓,D302000417,頭前里,新北市新莊區頭前里頭成街107號,3.0,2347.0,頭前派出所,,121.4618,25.05033
國鉅V-HOUSE社區,D302000418,福基里,新北市新莊區福基里新北大道2段241號,4.0,847.0,頭前派出所,,121.4613,25.06033
天耀公寓,D302000419,頭前里,新北市新莊區頭前里思源路338號,4.0,895.0,頭前派出所,,121.4603,25.0512
幸福讚飯店,D302000420,頭前里,新北市新莊區頭前里思源路332巷9號,4.0,551.0,頭前派出所,,121.4607,25.05108
冠德鼎極公寓,D302000421,化成里,新北市新莊區化成里思源路228號,2.0,808.0,頭前派出所,,121.46,25.0487
合康天賦公寓,D302000422,頭前里,新北市新莊區頭前里福美街62巷2號,4.0,1592.0,頭前派出所,,121.4613,25.05473
亞昕采匯公寓,D302000423,福基里,新北市新莊區福基里福美街128巷30號,3.0,447.0,頭前派出所,,121.4621,25.05797
吉泰美公寓,D302000424,頭前里,新北市新莊區頭前里頭前路149號,4.0,1342.0,頭前派出所,,121.4611,25.05221
國美大悅大廈,D302000425,福基里,新北市新莊區福基里福德三街66號,3.0,611.0,頭前派出所,,121.4612,25.05891
合康新世紀公寓,D302000426,頭前里,新北市新莊區頭前里中原東路127號,3.0,1659.0,頭前派出所,,121.4612,25.05421
碧瑤峰範公寓,D302000427,頭前里,新北市新莊區頭前里福美街16號1,4.0,767.0,頭前派出所,,121.4608,25.05318
歐由國際股份公司,D302000428,福基里,新北市新莊區福基里思源路746號,3.0,1241.0,頭前派出所,,121.4602,25.05917
建義首璽公寓,D302000429,頭前里,新北市新莊區頭前里思源路296巷31號,1.0,403.0,頭前派出所,,121.461,25.05026
碧瑤富郁公寓,D302000430,福基里,新北市新莊區福基里福美街132號,2.0,451.0,頭前派出所,,121.4608,25.05892
豐悅公寓,D302000431,頭前里,新北市新莊區頭前里中原東路89巷1號,4.0,271.0,頭前派出所,,121.4626,25.05429
禾豐禾悅公寓,D302000432,頭前里,新北市新莊區頭前里中原東路69號,3.0,437.0,頭前派出所,,121.4631,25.05435
合康新世代公寓,D302000433,頭前里,新北市新莊區頭前里中原東路107號,4.0,910.0,頭前派出所,,121.4617,25.05402
家麒經貿總部,D302000434,思源里,新北市新莊區思源里中正路62號,4.0,1365.0,頭前派出所,,121.4611,25.03958
樹和苑公寓,D302000435,頭前里,新北市新莊區頭前里頭前150號,3.0,1614.0,頭前派出所,,121.462,25.05269
公寓,D302000436,化成里,新北市新莊區化成里化成路113巷21號,4.0,566.0,頭前派出所,,121.463,25.04718
公寓,D302000437,頭前里,新北市新莊區頭前里福德一街70-1號,2.0,70.0,頭前派出所,,121.4617,25.05619
新莊鼎富公寓,D302000439,思源里,新北市新莊區思源里復興路2段151號,1.0,321.0,頭前派出所,,121.458,25.04451
公寓,D302000440,化成里,新北市新莊區化成里幸福東路127號,3.0,222.0,頭前派出所,,121.461,25.0493
幸福A+公寓,D302000441,頭前里,新北市新莊區頭前里幸福東路60號,4.0,1102.0,頭前派出所,,121.4649,25.0496
欣聯幸福捷境公寓,D302000442,頭前里,新北市新莊區頭前里思源路232號,2.0,1310.0,頭前派出所,,121.4603,25.04995
御春城公寓,D302000443,頭前里,新北市新莊區頭前里思源路606號,4.0,1448.0,頭前派出所,,121.4602,25.05615
言真公寓,D302000444,化成里,新北市新莊區化成里思源路130號,3.0,1029.0,頭前派出所,,121.4602,25.04747
公寓,D302000446,思源里,新北市新莊區思源里福樂街56巷5號,4.0,104.0,頭前派出所,,121.4583,25.04625
