類別,電腦編號,里別,座落,緯度,經度,新計算容量(值),轄管分局
一般住宅,FNA00592,成功里,新竹市東區成功里復興路22號,24.8029282,120.9690991,273.0,第二分局
一般住宅,FNA00596,東門里,新竹市東區東門里東門街14號,24.8044067,120.9744637,16.0,第二分局
一般住宅,FNA00597,東門里,新竹市東區東門里東前街38號,24.8043189,120.9677301,21.0,第二分局
一般住宅,FNA00598,東門里,新竹市東區東門里東前街51號,24.803727,120.96749,42.0,第二分局
一般住宅,FNA00599,東門里,新竹市東區東門里東前街54號,24.8041281,120.967162,21.0,第二分局
一般住宅,FNA00601,東門里,新竹市東區東門里東前街58號,24.8040706,120.9671129,37.0,第二分局
一般住宅,FNA00606,東門里,新竹市東區東門里中央路46號,24.804683,120.967732,24.0,第二分局
一般住宅,FNA00607,東門里,新竹市東區東門里東門街164號,24.8043755,120.9682284,24.0,第二分局
一般住宅,FNA00608,榮光里,新竹市東區榮光里中正路20號,24.8030871,120.9715119,182.0,第二分局
一般住宅,FNA00609,東門里,新竹市東區東門里東門街166號,24.8043636,120.9681963,25.0,第二分局
一般住宅,FNA00610,東門里,新竹市東區東門里大同路73號,24.8049987,120.9683043,32.0,第二分局
一般住宅,FNA00612,榮光里,新竹市東區榮光里中正路29號,24.8033814,120.9710343,34.0,第二分局
公有建築物,FNA00613,三民里,新竹市東區三民里12鄰中華路二段2號,24.809448,120.9830404,192.0,第二分局
一般住宅,FNA00614,榮光里,新竹市東區榮光里中正路41號,24.803573,120.970815,44.0,第二分局
供公眾使用建築物,FNA00617,榮光里,新竹市東區榮光里林森路2號,24.802075,120.970845,22.0,第二分局
公有建築物,FNA00621,中正里,新竹市東區中正里中正路65號,24.8049728,120.9696033,27.0,第二分局
一般住宅,FNA00623,中正里,新竹市東區中正里大同路104號,24.8052661,120.968471,35.0,第二分局
一般住宅,FNA00624,中正里,新竹市東區中正里府後街6號,24.8051002,120.9705737,15.0,第二分局
一般住宅,FNA00627,中正里,新竹市東區中正里中正路88巷2號,24.80543,120.969858,17.0,第二分局
公有建築物,FNA00631,親仁里,新竹市東區親仁里文化街86號,24.8083283,120.9699703,608.0,第二分局
一般住宅,FNA00633,育賢里,新竹市東區育賢里東門街11號,24.8040019,120.9741314,20.0,第二分局
一般住宅,FNA00636,三民里,新竹市東區三民里15鄰民族路75號,24.8072324,120.9756028,141.0,第二分局
公有建築物,FNA00637,親仁里,新竹市東區親仁里文化街70號,24.8075779,120.9705018,168.0,第二分局
公有建築物,FNA00638,親仁里,新竹市東區親仁里仁愛街70號,24.8082348,120.9707728,295.0,第二分局
公有建築物,FNA00639,親仁里,新竹市東區親仁里仁愛街67號,24.8080661,120.970459,295.0,第二分局
一般住宅,FNA00641,中正里,新竹市東區中正里中正路96巷2弄3號B1,24.805443,120.970116,24.0,第二分局
一般住宅,FNA00642,三民里,新竹市東區三民里18鄰民權路67巷1弄3號,24.8066447,120.9758685,43.0,第二分局
一般住宅,FNA00644,公園里,新竹市東區公園里花園街43巷2號之18,24.8035655,120.9774947,27.0,第二分局
一般住宅,FNA00645,育賢里,新竹市東區育賢里東門街30號,24.804429,120.974117,33.0,第二分局
一般住宅,FNA00646,東門里,新竹市東區東門里中央路56號,24.8049575,120.9677394,23.0,第二分局
一般住宅,FNA00648,育賢里,新竹市東區育賢里東門街34巷9號,24.8046601,120.9731381,53.0,第二分局
公有建築物,FNA00650,親仁里,新竹市東區親仁里仁愛街77號,24.808416,120.970165,335.0,第二分局
一般住宅,FNA00652,三民里,新竹市東區三民里民族路67巷1弄5號,24.8066641,120.9746301,56.0,第二分局
一般住宅,FNA00653,育賢里,新竹市東區育賢里東門街16號,24.804424,120.974428,396.0,第二分局
一般住宅,FNA00654,公園里,"新竹市東區公園里東大路一段11巷7號 B1",24.8019959,120.9759916,811.0,第二分局
公有建築物,FNA00655,親仁里,新竹市東區親仁里仁愛街75巷2號,24.808403,120.970074,335.0,第二分局
一般住宅,FNA00656,成功里,新竹市東區成功里大同路20號,24.803354,120.9698515,228.0,第二分局
公有建築物,FNA00657,三民里,新竹市東區三民里中華路二段2號,24.809448,120.9830404,337.0,第二分局
一般住宅,FNA00658,親仁里,新竹市東區親仁里仁愛街48巷2號,24.8077476,120.9709474,15.0,第二分局
公有建築物,FNA00659,三民里,新竹市東區三民里民權路173巷1號,24.809309,120.973925,33.0,第二分局
一般住宅,FNA00662,三民里,新竹市東區三民里4鄰民權路47號,24.8063656,120.9763065,58.0,第二分局
一般住宅,FNA00664,三民里,新竹市東區三民里民族路160號,24.8087507,120.9787916,27.0,第二分局
一般住宅,FNA00665,成功里,新竹市東區成功里文昌路3號,24.8025473,120.9693478,232.0,第二分局
一般住宅,FNA00667,中正里,新竹市東區中正里中正路96巷14號,24.8055933,120.9701269,38.0,第二分局
一般住宅,FNA00668,成功里,新竹市東區成功里009鄰武昌街18號,24.8008318,120.9685315,85.0,第二分局
一般住宅,FNA00671,三民里,新竹市東區三民里民權路111巷339號,24.8079063,120.9752307,26.0,第二分局
一般住宅,FNA00675,東門里,新竹市東區東門里東前街56號,24.8040996,120.9671379,35.0,第二分局
一般住宅,FNA00676,成功里,新竹市東區成功里勝利路38號,24.8026943,120.9697525,60.0,第二分局
一般住宅,FNA00677,東門里,新竹市東區東門里東前街29號,24.8043399,120.9680396,26.0,第二分局
公有建築物,FNA00680,育賢里,新竹市東區育賢里文化街2號,24.804832,120.971044,28.0,第二分局
供公眾使用建築物,FNA00681,榮光里,新竹市東區榮光里民族路11號,24.8030584,120.9717247,106.0,第二分局
一般住宅,FNA00683,育賢里,新竹市東區育賢里民族路30巷7號,24.8045905,120.973169,27.0,第二分局
一般住宅,FNA00684,榮光里,新竹市東區榮光里大同路14號,24.8030436,120.9705903,42.0,第二分局
一般住宅,FNA00689,中正里,新竹市東區中正里大同路58號,24.8043696,120.969149,158.0,第二分局
一般住宅,FNA00691,東門里,新竹市東區東門里中央路26號,24.8045778,120.9672176,16.0,第二分局
一般住宅,FNA00692,育賢里,新竹市東區育賢里東門街7號,24.803994,120.9741384,75.0,第二分局
一般住宅,FNA00694,榮光里,新竹市東區榮光里中正路36號,24.8035831,120.971313,76.0,第二分局
一般住宅,FNA00696,東門里,新竹市東區東門里東前街18號,24.8045777,120.9680899,31.0,第二分局
公有建築物,FNA00697,育賢里,新竹市東區育賢里民族路33號,24.8046376,120.9721473,276.0,第二分局
一般住宅,FNA00698,中正里,新竹市東區中正里東門街134號,24.8043758,120.9692578,10.0,第二分局
一般住宅,FNA00700,中正里,新竹市東區中正里東門街138號,24.8043335,120.9691805,20.0,第二分局
一般住宅,FNA00701,育賢里,新竹市東區育賢里東門街21號,24.8041358,120.9737291,26.0,第二分局
一般住宅,FNA00702,中正里,新竹市東區中正里大同路64號,24.8045019,120.9690521,98.0,第二分局
供公眾使用建築物,FNA00703,中正里,"新竹市東區中正里3鄰中央路106號 B2",24.8061275,120.9695413,1486.0,第二分局
一般住宅,FNA00704,成功里,新竹市東區成功里復興路20號,24.8028523,120.9693195,123.0,第二分局
一般住宅,FNA00705,成功里,新竹市東區成功里復興路18號,24.802654,120.9692855,48.0,第二分局
一般住宅,FNA00707,東門里,新竹市東區東門里東前街59號,24.803612,120.967316,118.0,第二分局
供公眾使用建築物,FNA00708,榮光里,新竹市東區榮光里東門街59號,24.8040076,120.9722398,290.0,第二分局
一般住宅,FNA00710,育賢里,新竹市東區育賢里東門街72號,24.8043063,120.9723244,102.0,第二分局
一般住宅,FNA00711,三民里,新竹市東區三民里民族路217號,24.8102358,120.9806378,60.0,第二分局
一般住宅,FNA00712,成功里,新竹市東區成功里復興路16號之2,24.802691,120.969464,148.0,第二分局
公有建築物,FNA00715,育賢里,新竹市東區育賢里民族路40號,24.8051685,120.9732529,480.0,第二分局
一般住宅,FNA00717,親仁里,新竹市東區親仁里仁愛街82號,24.808663,120.970383,110.0,第二分局
一般住宅,FNA00718,三民里,新竹市東區三民里中華路二段92號,24.8077325,120.9803952,208.0,第二分局
一般住宅,FNA00719,三民里,新竹市東區三民里民族路79號,24.807204,120.9758763,41.0,第二分局
公有建築物,FNA00720,育賢里,新竹市東區育賢里民族路33號,24.8046376,120.9721473,325.0,第二分局
一般住宅,FNA00721,育賢里,新竹市東區育賢里東門街78號,24.80437,120.972002,67.0,第二分局
一般住宅,FNA00722,育賢里,新竹市東區育賢里東門街80號,24.8043277,120.9719457,104.0,第二分局
一般住宅,FNA00723,育賢里,新竹市東區育賢里東門街82號,24.8043911,120.971913,46.0,第二分局
一般住宅,FNA00724,育賢里,新竹市東區育賢里東門街84號,24.8043274,120.9718597,45.0,第二分局
一般住宅,FNA00725,公園里,新竹市東區公園里公園路117號,24.7995442,120.9757003,153.0,第二分局
一般住宅,FNA00726,育賢里,新竹市東區育賢里中華路二段276號,24.8041085,120.974854,245.0,第二分局
公有建築物,FNA00728,中正里,"新竹市東區中正里2鄰大同路86號 B1",24.805022,120.9688179,2540.0,第二分局
一般住宅,FNA00734,三民里,新竹市東區三民里民權路24巷12弄7號之1,24.8070551,120.9775418,32.0,第二分局
供公眾使用建築物,FNA00735,成功里,"新竹市東區成功里7鄰林森路32號 B1",24.801872,120.9689311,2325.0,第二分局
供公眾使用建築物,FNA00736,三民里,新竹市東區三民里民族路158號,24.8087228,120.9787547,57.0,第二分局
一般住宅,FNA00737,三民里,新竹市東區三民里民權路96巷6號,24.807646,120.9757166,78.0,第二分局
一般住宅,FNA00742,榮光里,新竹市東區榮光里中華路二段312巷3號,24.803727,120.973711,43.0,第二分局
一般住宅,FNA00744,成功里,新竹市東區成功里勝利路80號,24.801363,120.9691338,64.0,第二分局
一般住宅,FNA00746,三民里,新竹市東區三民里中華路二段86號,24.8080295,120.9805459,48.0,第二分局
一般住宅,FNA00750,親仁里,新竹市東區親仁里東大路一段65號,24.8042142,120.9746498,31.0,第二分局
一般住宅,FNA00752,三民里,新竹市東區三民里民族路84號,24.8073142,120.9765276,28.0,第二分局
一般住宅,FNA00753,三民里,新竹市東區三民里民族路84號之1,24.8072697,120.9764091,53.0,第二分局
一般住宅,FNA00756,三民里,新竹市東區三民里中華路二段46號,24.8087051,120.98158,260.0,第二分局
一般住宅,FNA00757,三民里,新竹市東區三民里民族路10號,24.8028824,120.9718773,55.0,第二分局
一般住宅,FNA00758,三民里,新竹市東區三民里民主路12號,24.8087489,120.9812985,21.0,第二分局
一般住宅,FNA00759,中正里,新竹市東區中正里中正路71號,24.8051412,120.9695358,79.0,第二分局
一般住宅,FNA00760,中正里,新竹市東區中正里中正路79號,24.8052241,120.969364,112.0,第二分局
一般住宅,FNA00761,榮光里,新竹市東區榮光里民族路25號,24.8036398,120.9718648,172.0,第二分局
一般住宅,FNA00762,三民里,新竹市東區三民里民族路1號,24.8096711,120.9802539,125.0,第二分局
一般住宅,FNA00764,三民里,新竹市東區三民里中華路二段170巷6號,24.8077129,120.9776162,65.0,第二分局
一般住宅,FNA00766,三民里,新竹市東區三民里民族路127巷35號,24.80878,120.9773379,61.0,第二分局
一般住宅,FNA00767,三民里,新竹市東區三民里民族路82號,24.8072224,120.9763196,21.0,第二分局
一般住宅,FNA00770,三民里,新竹市東區三民里民族路142號,24.8082257,120.9780174,100.0,第二分局
一般住宅,FNA00774,公園里,新竹市東區公園里南大路29之1號,24.8029176,120.978555,86.0,第二分局
公有建築物,FNA00776,育賢里,新竹市東區育賢里11鄰民族路33號,24.8046376,120.9721473,164.0,第二分局
一般住宅,FNA00777,三民里,新竹市東區三民里民族路158號之1,24.8087323,120.9787175,34.0,第二分局
一般住宅,FNA00781,育賢里,新竹市東區育賢里東門街56號,24.8042515,120.9730746,552.0,第二分局
一般住宅,FNA00782,成功里,新竹市東區成功里復興路16號之5,24.802691,120.969464,75.0,第二分局
公有建築物,FNA00786,三民里,新竹市東區三民里中華路二段2號,24.809448,120.9830404,221.0,第二分局
一般住宅,FNA00788,親仁里,新竹市東區親仁里文化路96號,24.808215,120.970782,318.0,第二分局
一般住宅,FNA00789,三民里,新竹市東區三民里民權路186號,24.80999,120.9740072,20.0,第二分局
一般住宅,FNA00790,榮光里,新竹市東區榮光里中華路二段480號,24.8013411,120.970267,176.0,第二分局
一般住宅,FNA00791,三民里,新竹市東區三民里民權路111巷27號,24.8071756,120.9743777,211.0,第二分局
一般住宅,FNA00793,三民里,新竹市東區三民里民族路261號,24.8109703,120.9818709,33.0,第二分局
供公眾使用建築物,FNA00795,榮光里,新竹市東區榮光里東門街59號,24.8040076,120.9722398,43.0,第二分局
一般住宅,FNA00797,公園里,新竹市東區公園里南大路32號,24.8029548,120.9781539,247.0,第二分局
一般住宅,FNA00798,公園里,新竹市東區公園里光復路二段247號,24.799827,120.9905812,162.0,第二分局
公有建築物,FNA00799,三民里,"新竹市東區三民里3鄰中華路二段270號 B1",24.8047755,120.9756282,1013.0,第二分局
一般住宅,FNA00803,成功里,新竹市東區成功里勝利路40號,24.8026247,120.969729,430.0,第二分局
一般住宅,FNA00804,成功里,新竹市東區成功里勝利路26號,24.803335,120.969926,43.0,第二分局
一般住宅,FNA00805,三民里,新竹市東區三民里民族路67巷1弄28號,24.8066365,120.9742457,30.0,第二分局
一般住宅,FNA00809,三民里,新竹市東區三民里民權路261號,24.8130281,120.97083,34.0,第二分局
供公眾使用建築物,FNA00813,成功里,新竹市東區成功里復興路2號,24.8021669,120.9696805,444.0,第二分局
一般住宅,FNA00815,三民里,新竹市東區三民里民族路67巷1弄24號,24.8065904,120.9741457,84.0,第二分局
一般住宅,FNA00817,榮光里,新竹市東區榮光里民族路21號,24.8035117,120.971867,70.0,第二分局
一般住宅,FNA00821,榮光里,新竹市東區榮光里民族路17號,24.8034367,120.9718534,151.0,第二分局
公有建築物,FNA00825,育賢里,新竹市東區育賢里11鄰民族路33號,24.8046376,120.9721473,76.0,第二分局
一般住宅,FNA00827,公園里,新竹市東區公園里花園街17號,24.8034834,120.9780836,23.0,第二分局
一般住宅,FNA00829,成功里,新竹市東區成功里大同路28號,24.8034495,120.9697408,21.0,第二分局
一般住宅,FNA00833,公園里,新竹市東區公園里民族路24號,24.8044285,120.9723734,32.0,第二分局
一般住宅,FNA00836,公園里,新竹市東區公園里花園街43巷1號,24.8035655,120.9774947,71.0,第二分局
一般住宅,FNA00837,育賢里,新竹市東區育賢里東門街10號,24.8043088,120.9745748,63.0,第二分局
一般住宅,FNA00838,育賢里,新竹市東區育賢里東門街8號,24.8043068,120.9745997,84.0,第二分局
公有建築物,FNA00839,育賢里,新竹市東區育賢里文化街14號之1,24.806381,120.971383,33.0,第二分局
一般住宅,FNA00840,三民里,新竹市東區三民里民族路139號,24.8087588,120.9784238,412.0,第二分局
一般住宅,FNA00843,中正里,新竹市東區中正里東門街128號,24.804431,120.969431,196.0,第二分局
公有建築物,FNA00844,三民里,新竹市東區三民里12鄰中華路二段2號,24.809448,120.9830404,90.0,第二分局
公有建築物,FNA00846,三民里,新竹市東區三民里民族路109巷14號,24.808192,120.9762375,484.0,第二分局
公有建築物,FNA00847,育賢里,新竹市東區育賢里11鄰民族路33號,24.8046376,120.9721473,74.0,第二分局
一般住宅,FNA00849,三民里,新竹市東區三民里民權路111巷31號,24.8071448,120.9742462,70.0,第二分局
一般住宅,FNA00850,三民里,新竹市東區三民里民族路147號,24.8088819,120.9785492,36.0,第二分局
一般住宅,FNA00852,三民里,新竹市東區三民里民族路67巷1弄12號,24.8068786,120.9744181,25.0,第二分局
一般住宅,FNA00853,育賢里,新竹市東區育賢里東門街34巷19號,24.8046428,120.9728117,74.0,第二分局
一般住宅,FNA00855,育賢里,新竹市東區育賢里文化街12號之1,24.806297,120.971446,64.0,第二分局
一般住宅,FNA00860,東門里,新竹市東區東門里東前街43號,24.8040032,120.9674676,323.0,第二分局
一般住宅,FNA00862,榮光里,新竹市東區榮光里東門街33號,24.804056,120.9734236,48.0,第二分局
一般住宅,FNA00864,三民里,新竹市東區三民里民主路48巷1號,24.81013,120.9813277,84.0,第二分局
一般住宅,FNA00865,三民里,新竹市東區三民里民主路48巷5號,24.8098922,120.9810304,84.0,第二分局
一般住宅,FNA00866,三民里,新竹市東區三民里民主路48巷9號,24.8100931,120.9811073,84.0,第二分局
公有建築物,FNA00869,三民里,新竹市東區三民里3鄰中華路二段270號,24.805472,120.976579,446.0,第二分局
一般住宅,FNA00871,三民里,新竹市東區三民里中華路二段162巷20號,24.8072178,120.9782875,26.0,第二分局
一般住宅,FNA00872,東門里,新竹市東區東門里東前街47號,24.803809,120.967564,44.0,第二分局
一般住宅,FNA00873,東門里,新竹市東區東門里東門街156號,24.8044985,120.9683945,16.0,第二分局
一般住宅,FNA00874,東門里,新竹市東區東門里東門街158號,24.8042278,120.9684382,15.0,第二分局
一般住宅,FNA00877,三民里,新竹市東區三民里民族路155巷1號,24.8091693,120.9783906,38.0,第二分局
公有建築物,FNA00878,育賢里,新竹市東區育賢里11鄰民族路33號,24.8046376,120.9721473,318.0,第二分局
一般住宅,FNA00880,東門里,新竹市東區東門里東門街127號之1,24.803913,120.968485,31.0,第二分局
一般住宅,FNA00881,親仁里,新竹市東區親仁里東大路二段5號,24.8110325,120.9694686,270.0,第二分局
一般住宅,FNA00882,三民里,"新竹市東區三民里民生路10巷1號之1 B1",24.8074637,120.9793236,634.0,第二分局
一般住宅,FNA00884,榮光里,新竹市東區榮光里民族路22號,24.8036569,120.9720735,212.0,第二分局
公有建築物,FNA00885,三民里,新竹市東區三民里12鄰中華路二段2號,24.809448,120.9830404,339.0,第二分局
一般住宅,FNA00886,成功里,新竹市東區成功里林森路49號,24.8014425,120.9683787,130.0,第二分局
一般住宅,FNA00888,公園里,新竹市東區公園里光復路二段481號,24.8023254,120.9824204,402.0,第二分局
一般住宅,FNA00889,三民里,新竹市東區三民里民族路243號,24.8106642,120.9813277,326.0,第二分局
一般住宅,FNA00890,公園里,新竹市東區公園里花園街97巷1號,24.8035216,120.9764319,105.0,第二分局
一般住宅,FNA00891,公園里,新竹市東區公園里南大路26號,24.8030966,120.9782668,240.0,第二分局
一般住宅,FNA00892,公園里,新竹市東區公園里南大路81號,24.8019321,120.976805,280.0,第二分局
供公眾使用建築物,FNA00893,東門里,新竹市東區東門里東門街152號,24.8044287,120.9686105,133.0,第二分局
供公眾使用建築物,FNA00895,榮光里,新竹市東區榮光里東門街43號,24.803681,120.973235,306.0,第二分局
一般住宅,FNA00896,榮光里,新竹市東區榮光里東門街77號,24.803869,120.971345,137.0,第二分局
一般住宅,FNA00897,公園里,新竹市東區公園里光復路二段611號,24.8033018,120.9791527,120.0,第二分局
一般住宅,FNA00898,親仁里,新竹市東區親仁里東大路二段1號,24.810962,120.969457,201.0,第二分局
一般住宅,FNA00899,公園里,新竹市東區公園里東大路一段16號,24.8017803,120.976892,502.0,第二分局
公有建築物,FNA00900,三民里,新竹市東區三民里12鄰中華路二段2號,24.809448,120.9830404,331.0,第二分局
公有建築物,FNA00901,育賢里,"新竹市東區育賢里11鄰民族路33號 B1",24.8049679,120.9723772,749.0,第二分局
一般住宅,FNA00902,三民里,新竹市東區三民里13鄰民族路255號,24.8109268,120.9816735,322.0,第二分局
一般住宅,FNA00903,三民里,新竹市東區三民里民生路50號,24.8081976,120.978736,128.0,第二分局
一般住宅,FNA00904,成功里,新竹市東區成功里林森路47號,24.80155,120.96838,160.0,第二分局
一般住宅,FNA00905,三民里,新竹市東區三民里中華路二段44號,24.8087371,120.981639,51.0,第二分局
一般住宅,FNA00907,公園里,"新竹市東區公園里東大路一段56號 B1",24.802817,120.976304,944.0,第二分局
公有建築物,FNA00908,三民里,新竹市東區三民里12鄰中華路二段2號,24.809448,120.9830404,551.0,第二分局
一般住宅,FNA00910,親仁里,新竹市東區親仁里仁愛街2號,24.8064978,120.9719967,93.0,第二分局
一般住宅,FNA00911,東門里,新竹市東區東門里文昌街18號B3,24.803735,120.9691521,185.0,第二分局
一般住宅,FNA00912,中正里,新竹市東區中正里中正路57號,24.8046592,120.9698579,84.0,第二分局
一般住宅,FNA00913,軍功里,新竹市東區軍功里建功路23號,24.796713,120.998948,21.0,第二分局
一般住宅,FNA00914,親仁里,"新竹市東區親仁里東大路一段127號 B1-B2",24.8079776,120.9716773,840.0,第二分局
一般住宅,FNA00915,軍功里,新竹市東區軍功里建功一路49號,24.799494,120.9974765,1139.0,第二分局
公有建築物,FNA00916,軍功里,新竹市東區軍功里建功一路70巷1號之6,24.799212,120.9977759,365.0,第二分局
供公眾使用建築物,FNA00918,埔頂里,新竹市東區埔頂里埔頂路99巷155號,24.7979498,121.0054086,130.0,第二分局
一般住宅,FNA00920,光明里,新竹市東區光明里光復路二段16-18號,24.7910929,121.0050715,64.0,第二分局
公有建築物,FNA00922,光明里,新竹市東區光明里光明新村54-56號,24.7917291,120.999289,179.0,第二分局
公有建築物,FNA00923,光明里,新竹市東區光明里7鄰光復路二段101號,24.7957091,120.9947106,166.0,第二分局
公有建築物,FNA00924,光明里,新竹市東區光明里11鄰光復路二段153號,24.795994,120.9932782,326.0,第二分局
公有建築物,FNA00925,光明里,新竹市東區光明里光復路二段153號,24.7983869,120.9940564,60.0,第二分局
公有建築物,FNA00926,光明里,新竹市東區光明里光復路二段3號,24.7916326,121.0012202,111.0,第二分局
公有建築物,FNA00927,光明里,新竹市東區光明里光復路二段3號,24.7916326,121.0012202,156.0,第二分局
公有建築物,FNA00928,光明里,新竹市東區光明里光復路二段3號,24.7916326,121.0012202,136.0,第二分局
一般住宅,FNA00930,光明里,新竹市東區光明里光復路二段155巷74.46號,24.7977859,120.9929929,202.0,第二分局
一般住宅,FNA00931,光明里,新竹市東區光明里光復路二段155巷10弄1號,24.7982734,120.9927859,118.0,第二分局
供公眾使用建築物,FNA00932,埔頂里,新竹市東區埔頂里埔頂路99巷158號,24.7980574,121.0033002,65.0,第二分局
一般住宅,FNA00933,埔頂里,新竹市東區埔頂里埔頂路99巷158號,24.7980574,121.0033002,31.0,第二分局
公有建築物,FNA00934,建功里,"新竹市東區建功里18鄰金城一路52巷15號 B1",24.7946673,121.0051744,215.0,第二分局
供公眾使用建築物,FNA00935,埔頂里,新竹市東區埔頂里埔頂路99巷158號之2,24.7980525,121.0054889,116.0,第二分局
公有建築物,FNA00936,光明里,新竹市東區光明里11鄰光復路二段153號,24.7983869,120.9940564,266.0,第二分局
公有建築物,FNA00937,龍山里,新竹市東區龍山里1鄰光復路一段574號,24.7893476,121.0073228,80.0,第二分局
一般住宅,FNA00938,光明里,新竹市東區光明里光復路二段155巷2弄1號,24.7988926,120.9927146,184.0,第二分局
公有建築物,FNA00940,光明里,"新竹市東區光明里20鄰大學路1001號 B1",24.7955593,120.9984828,2572.0,第二分局
公有建築物,FNA00941,軍功里,新竹市東區軍功里24鄰建功一路104巷22號,24.8007091,120.999182,256.0,第二分局
公有建築物,FNA00943,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,625.0,第二分局
公有建築物,FNA00946,光明里,新竹市東區光明里光復路二段3號,24.7916326,121.0012202,148.0,第二分局
公有建築物,FNA00951,光明里,新竹市東區光明里光復二段101號,24.792968,120.9931349,281.0,第二分局
一般住宅,FNA00952,立功里,新竹市東區立功里光復路二段192號,24.7940026,121.0006938,27.0,第二分局
一般住宅,FNA00953,軍功里,新竹市東區軍功里光復路二段434號,24.7975866,120.9960445,54.0,第二分局
一般住宅,FNA00954,軍功里,新竹市東區軍功里光復路二段430號,24.7974794,120.9962298,40.0,第二分局
公有建築物,FNA00955,光明里,新竹市東區光明里光復路二段3號,24.7916326,121.0012202,90.0,第二分局
一般住宅,FNA00956,科園里,新竹市東區科園里科園路106號,24.7834043,121.0112357,20.0,第二分局
公有建築物,FNA00958,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,477.0,第二分局
一般住宅,FNA00959,龍山里,新竹市東區龍山里光復路一段572巷12號,24.7895087,121.0083637,65.0,第二分局
公有建築物,FNA00960,光明里,新竹市東區光明里光明新村59-69號,24.7923126,120.999547,320.0,第二分局
一般住宅,FNA00962,豐功里,"新竹市東區豐功里7鄰建中路110號 B2",24.8023896,120.9957514,6998.0,第二分局
一般住宅,FNA00964,軍功里,新竹市東區軍功里建新路42-48號,24.798192,120.997124,98.0,第二分局
一般住宅,FNA00965,埔頂里,新竹市東區埔頂里埔頂路23號,24.7939465,121.0077401,26.0,第二分局
公有建築物,FNA00966,光明里,新竹市東區光明里光復路二段153號,24.7983869,120.9940564,194.0,第二分局
公有建築物,FNA00967,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,550.0,第二分局
公有建築物,FNA00969,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,53.0,第二分局
一般住宅,FNA00970,科園里,新竹市東區科園里創新路一段1號,24.7807887,121.0077058,1140.0,第二分局
公有建築物,FNA00972,光明里,新竹市東區光明里7鄰光復路二段101號B1,24.792968,120.9931349,307.0,第二分局
一般住宅,FNA00973,科園里,新竹市東區科園里科園路117-125號,24.7834043,121.0112357,140.0,第二分局
一般住宅,FNA00974,埔頂里,新竹市東區埔頂里埔頂路99巷21號,24.7963701,121.007217,78.0,第二分局
公有建築物,FNA00977,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,373.0,第二分局
一般住宅,FNA00979,科園里,新竹市東區科園里民享街61號,24.7839366,121.0093975,33.0,第二分局
一般住宅,FNA00987,光明里,新竹市東區光明里光明新村78-1-2號之2-3,24.7897911,121.000251,126.0,第二分局
公有建築物,FNA00989,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,137.0,第二分局
一般住宅,FNA00990,光明里,新竹市東區光明里光復路二段155巷18號,24.7981671,120.9928922,34.0,第二分局
一般住宅,FNA00991,光明里,新竹市東區光明里光復路二段165巷16號,24.7989584,120.9914499,30.0,第二分局
一般住宅,FNA00992,軍功里,新竹市東區軍功里建功一路26號,24.7973048,120.9982642,41.0,第二分局
一般住宅,FNA00993,光明里,新竹市東區光明里大學路236號之2-5,24.7900908,120.9983579,53.0,第二分局
一般住宅,FNA00994,軍功里,新竹市東區軍功里建新路70-88號,24.7986695,120.9981834,616.0,第二分局
一般住宅,FNA00995,軍功里,新竹市東區軍功里建新路72號,24.798705,120.9982654,616.0,第二分局
一般住宅,FNA00996,軍功里,新竹市東區軍功里建新路82號,24.7987896,120.9986191,616.0,第二分局
一般住宅,FNA00997,光明里,新竹市東區光明里光復路二段165巷30.32號,24.7989485,120.9918151,254.0,第二分局
一般住宅,FNA00998,軍功里,"新竹市東區軍功里建新路38 號",24.7981561,120.997042,28.0,第二分局
一般住宅,FNA00999,光明里,新竹市東區光明里光復路二段155巷66-80號,24.7976964,120.9929342,390.0,第二分局
一般住宅,FNA01000,龍山里,新竹市東區龍山里光復路一段572巷7.9號,24.7892751,121.0078637,55.0,第二分局
一般住宅,FNA01002,光明里,新竹市東區光明里大學路81巷2弄7號,24.7885467,121.0023294,141.0,第二分局
一般住宅,FNA01003,立功里,新竹市東區立功里光復路二段254-256號,24.7948817,120.9995284,113.0,第二分局
一般住宅,FNA01004,豐功里,新竹市東區豐功里20鄰建美路58巷1-33號,24.8023181,120.9982903,1057.0,第二分局
公有建築物,FNA01005,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,297.0,第二分局
一般住宅,FNA01006,光明里,新竹市東區光明里光復路二段167號,24.7991992,120.9923246,57.0,第二分局
一般住宅,FNA01008,埔頂里,新竹市東區埔頂里埔頂路10-26號,24.7929766,121.0075499,64.0,第二分局
一般住宅,FNA01010,科園里,新竹市東區科園里研發路23號,24.7825215,121.0093926,1009.0,第二分局
供公眾使用建築物,FNA01011,龍山里,新竹市東區龍山里光復路一段576巷25號,24.7920218,121.0069176,102.0,第二分局
一般住宅,FNA01012,建功里,"新竹市東區建功里19鄰光復路二段298巷5弄3號 B1",24.7959911,120.9990696,101.0,第二分局
