類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
地下室,瑞新紙業,JTA074,沙崙里,彰化縣田中鎮沙崙里興酪路1段430號,23.84859199,120.5740672,1.0,"128 ",,彰化縣田中鎮沙崙里興酪路1段430號
地下室,三阪與業公司,JTA075,沙崙里,彰化縣田中鎮沙崙里興酪路1段88號,23.84853311,120.5739921,1.0,"144 ",,彰化縣田中鎮沙崙里興酪路1段88號
地下室,加雍股份有限公司,JTA076,沙崙里,彰化縣田中鎮沙崙里新工二路18號,23.84889644,120.5731477,1.0,"230 ",,彰化縣田中鎮沙崙里新工二路18號
地下室,源誠汽車修理廠,JTA077,沙崙里,彰化縣田中鎮沙崙里新工一路47號,23.85008225,120.572758,1.0,"46 ",,彰化縣田中鎮沙崙里新工一路47號
地下室,巧良實業公司,JTA071,沙崙里,彰化縣田中鎮沙崙里新工三路131號,23.84792967,120.5708179,1.0,"1,176 ",,彰化縣田中鎮沙崙里新工三路131號
地下室,豐詳壓鑄公司,JTA086,沙崙里,彰化縣田中鎮沙崙里新工一路35號,23.85049896,120.5726823,1.0,"43 ",,彰化縣田中鎮沙崙里新工一路35號
地下室,田沙針織公司,JTA089,沙崙里,彰化縣田中鎮沙崙里興酪路1段322號,23.84863124,120.5740994,1.0,"45 ",,彰化縣田中鎮沙崙里興酪路1段322號
地下室,東肯企業(原:鄭瓊惠),JTA090,沙崙里,彰化縣田中鎮沙崙里新工三路39號,23.84976295,120.572432,1.0,"105 ",,彰化縣田中鎮沙崙里新工三路39號
地下室,大耀通商公司(原:普健股份公司),JTA092,沙崙里,彰化縣田中鎮沙崙里酪農路76號,23.84395724,120.5721819,1.0,"76 ",,彰化縣田中鎮沙崙里酪農路76號
地下室,皇益紡織(原和泰塑膠公司),JTA094,沙崙里,彰化縣田中鎮沙崙里新工六路46號,23.84570199,120.5718151,1.0,"134 ",,彰化縣田中鎮沙崙里新工六路46號
地下室,鴻旺公司,JTA069,沙崙里,彰化縣田中鎮沙崙里新工二路80號,23.84761727,120.5730509,1.0,"81 ",,彰化縣田中鎮沙崙里新工二路80號
地下室,舜堡(原永能精機),JTA097,沙崙里,彰化縣田中鎮沙崙里新工六路90號,23.84500945,120.5712699,1.0,"182 ",,彰化縣田中鎮沙崙里新工六路90號
地下室,伊諾華國際(原:川石照明工業),JTA098,沙崙里,彰化縣田中鎮沙崙里新工四路59號,23.8477772,120.572713,1.0,"207 ",,彰化縣田中鎮沙崙里新工四路59號
地下室,瑋新紙器公司,JTA099,沙崙里,彰化縣田中鎮沙崙里酪農路50號,23.84352089,120.5725641,1.0,"122 ",,彰化縣田中鎮沙崙里酪農路50號
地下室,英特柏嵐公司(原:鴻旺工業二廠),JTA100,沙崙里,彰化縣田中鎮沙崙里酪農路180號,23.84523799,120.5708437,1.0,"133 ",,彰化縣田中鎮沙崙里酪農路180號
地下室,浩証公司,JTA105,沙崙里,彰化縣田中鎮沙崙里中州路2段573號,23.85025484,120.5719019,1.0,"48 ",,彰化縣田中鎮沙崙里中州路2段573號
地下室,泰德軾公司(原:勵多企業公司),JTA108,沙崙里,彰化縣田中鎮沙崙里興酪路1段94號,23.85203381,120.5743743,1.0,"51 ",,彰化縣田中鎮沙崙里興酪路1段94號
地下室,歐蒂龍企業公司,JTA112,沙崙里,彰化縣田中鎮沙崙里酪農路78號,23.84424093,120.5717984,1.0,"137 ",,彰化縣田中鎮沙崙里酪農路78號
地下室,常盛機械,JTA114,沙崙里,彰化縣田中鎮沙崙里新工三路75號,23.8481729,120.5707539,1.0,"70 ",,彰化縣田中鎮沙崙里新工三路75號
地下室,祐鼎開發公司,JTA117,沙崙里,彰化縣田中鎮沙崙里新工四路36號,23.84793931,120.5730052,1.0,"67 ",,彰化縣田中鎮沙崙里新工四路36號
地下室,正順紡織公司(原:何文華),JTA122,沙崙里,彰化縣田中鎮沙崙里新工二路139號,23.84751049,120.5733079,1.0,"144 ",,彰化縣田中鎮沙崙里新工二路139號
地下室,舜大食品公司,JTA080,三民里,彰化縣田中鎮三民里拓農路147號,23.86825812,120.5549161,1.0,"262 ",,彰化縣田中鎮三民里拓農路147號
地下室,合正機械公司,JTA111,三民里,彰化縣田中鎮三民里斗中路2段427號,23.8671697,120.5653444,1.0,"196 ",,彰化縣田中鎮三民里斗中路2段427號
地下室,田中鎮公所,JTA006,西路里,彰化縣田中鎮西路里斗中路1段198號,23.86155177,120.5809478,1.0,"66 ",,彰化縣田中鎮西路里斗中路1段198號
地下室,夢庭園管理委員會,JTA123,西路里,彰化縣田中鎮西路里建國路63巷18弄16號,23.86293848,120.5811419,1.0,"156 ",,彰化縣田中鎮西路里建國路63巷18弄16號
地下室,百祐建設公司,JTA124,西路里,彰化縣田中鎮西路里建國路63巷32號,23.86321091,120.5808365,1.0,"138 ",,彰化縣田中鎮西路里建國路63巷32號
地下室,田中地政事務所,JTA031,西路里,彰化縣田中鎮西路里明慶街158號,23.86372024,120.5831067,1.0,"194 ",,彰化縣田中鎮西路里明慶街158號
地下室,彰化榮家1,JTA033,碧峰里,彰化縣田中鎮碧峰里中南路2段421號,23.85136799,120.6077295,1.0,"500 ",,彰化縣田中鎮碧峰里中南路2段421號
地下室,彰化榮家2,JTA035,碧峰里,彰化縣田中鎮碧峰里中南路2段421號,23.85136799,120.6077295,1.0,"611 ",,彰化縣田中鎮碧峰里中南路2段421號
地下室,聖心修女會,JTA032,中潭里,彰化縣田中鎮中潭里員集路3段125巷54號,23.8680712,120.5863303,1.0,"323 ",,彰化縣田中鎮中潭里員集路3段125巷54號
地下室,聖心堂,JTA134,中潭里,彰化縣田中鎮中潭里員集路3段125巷34號,23.86846845,120.5865694,1.0,"445 ",,彰化縣田中鎮中潭里員集路3段125巷34號
地下室,維力公司,JTA131,頂潭里,彰化縣田中鎮頂潭里員集路3段465號,23.87510454,120.5871596,1.0,"285 ",,彰化縣田中鎮頂潭里員集路3段465號
地下室,新生活社區,JTA121,新庄里,彰化縣田中鎮新庄里中南路3段289巷40號,23.85417193,120.5951075,1.0,"725 ",,彰化縣田中鎮新庄里中南路3段289巷40號
地下室,福助針織公司,JTA024,社頭村,彰化縣社頭鄉社頭村員集路2段678號,23.90607845,120.5831835,1.0,"333 ",,彰化縣社頭鄉社頭村員集路2段678號
地下室,張莉莉(大樓),JTA119,仁雅村,彰化縣社頭鄉仁雅村員集路2段26號,23.8954498,120.5885067,1.0,"269 ",,彰化縣社頭鄉仁雅村員集路2段26號
地下室,啟智特殊教育學校,JTA126,仁雅村,彰化縣社頭鄉仁雅村中山路1段306號,23.89280539,120.5843005,1.0,"1,900 ",,彰化縣社頭鄉仁雅村中山路1段306號
地下室,泓海實業公司,JTA104,仁雅村,彰化縣社頭鄉仁雅村中山路1段289號,23.94147295,120.5614115,1.0,"500 ",,彰化縣社頭鄉仁雅村中山路1段289號
地下室,昇田食品公司,JTA113,仁雅村,彰化縣社頭鄉仁雅村社斗路1段827號,23.89678492,120.584979,1.0,"533 ",,彰化縣社頭鄉仁雅村社斗路1段827號
地下室,社頭果菜市場,JTA044,橋頭村,彰化縣社頭鄉橋頭村員集路3段750號,23.9231009,120.58214,1.0,"1,091 ",,彰化縣社頭鄉橋頭村員集路3段750號
地下室,謹鳴企業公司,JTA083,廣興村,彰化縣社頭鄉廣興村中山路1段457巷26號,23.89477365,120.582282,1.0,"203 ",,彰化縣社頭鄉廣興村中山路1段457巷26號
地下室,舊社國小1,JTA140,松竹村,彰化縣社頭鄉松竹村社石路956號,23.90081795,120.5923977,1.0,"2,238 ",,彰化縣社頭鄉松竹村社石路956號
地下室,舊社國小2,JTA130,松竹村,彰化縣社頭鄉松竹村社石路956號,23.90081795,120.5923977,1.0,"2,238 ",,彰化縣社頭鄉松竹村社石路956號
地下室,峯暉塑膠公司,JTA025,新厝村,彰化縣社頭鄉新厝村永興路30號之35,23.91894246,120.5808829,1.0,"255 ",,彰化縣社頭鄉新厝村永興路30號之35
地下室,金華隆五金工業公司,JTA029,龍井村,彰化縣社頭鄉龍井村水井巷25-1號,23.92076663,120.6005754,1.0,"77 ",,彰化縣社頭鄉龍井村水井巷25-1號
地下室,二水鄉農會,JTA129,聖化村,彰化縣二水鄉聖化村員集路3段678號,23.81004435,120.6159581,1.0,"327 ",,彰化縣二水鄉聖化村員集路3段678號
地下室,二水鄉圖書館,JTA135,聖化村,彰化縣二水鄉聖化村溪邊巷72號,23.81013505,120.6167404,1.0,"481 ",,彰化縣二水鄉聖化村溪邊巷72號
地下室,二水國民小學活動中心1,JTA030,文化村,彰化縣二水鄉文化村光文路119號,23.81108488,120.617031,1.0,"1,450 ",,彰化縣二水鄉文化村光文路119號
地下室,二水國民小學活動中心2,JTA138,文化村,彰化縣二水鄉文化村光文路119號,23.81108488,120.617031,1.0,"804 ",,彰化縣二水鄉文化村光文路119號
地下室,二水鄉公所,JTA004,裕民村,彰化縣二水鄉裕民村南通路2段764號,23.80681337,120.6190447,1.0,"147 ",,彰化縣二水鄉裕民村南通路2段764號
地下室,二水示範公墓,JTA042,裕民村,彰化縣二水鄉裕民村員集路3段295號,23.80881549,120.6211237,1.0,"286 ",,彰化縣二水鄉裕民村員集路3段295號
地下室,錦懋興業公司,JTA039,裕民村,彰化縣二水鄉裕民村南通路2段530號,23.80397016,120.6233949,1.0,"138 ",,彰化縣二水鄉裕民村南通路2段530號
