編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,緯經度,備註,placemark_address
53.0,饒平村,彰化縣田尾鄉饒平村中山路1段167號,信泉產業,地下室,地下一層,398.0,JOA00126,23.886750672481256，120.52425507062512,,彰化縣田尾鄉饒平村中山路1段167號
54.0,田尾村,彰化縣田尾鄉田尾村民族路156號,田尾遊客中心,地下室,地下一層,168.0,JOA00051,23.870646606802865，120.52505015156557,,彰化縣田尾鄉田尾村民族路156號
55.0,北曾村,彰化縣田尾鄉北曾村福德路343號,"殘障福利中心  ",地下室,地下一層,1136.0,JOA00178,23.893754609237792，120.5360412417887,,彰化縣田尾鄉北曾村福德路343號
56.0,和豊村,彰化縣埤頭鄉和豊村斗苑東路180巷5號,民宅,地下室,地下一層,146.0,JOA00035,23.887234942197896，120.49064581295191,,彰化縣埤頭鄉和豊村斗苑東路180巷5號
57.0,和豊村,彰化縣埤頭鄉和豊村斗苑東路178巷10號,民宅,地下室,地下一層,45.0,JOA00131,23.887323230806775，120.49060289760543,,彰化縣埤頭鄉和豊村斗苑東路178巷10號
58.0,和豊村,彰化縣埤頭鄉和豊村斗苑東路525號,民宅,地下室,地下一層,228.0,JOA00129,23.888478848163086，120.48007916876877,,彰化縣埤頭鄉和豊村斗苑東路525號
59.0,和豊村,彰化縣埤頭鄉和豊村埔尾路30號,民宅,地下室,地下一層,21.0,JOA00030,23.889351456084885，120.48764425527871,,彰化縣埤頭鄉和豊村埔尾路30號
60.0,和豊村,彰化縣埤頭鄉和豊村斗苑東路228號,民宅,地下室,地下一層,125.0,JOA00089,23.887313420964315，120.49060289760543,,彰化縣埤頭鄉和豊村斗苑東路228號
61.0,和豊村,彰化縣埤頭鄉和豊村埔尾路6號之1,民宅,地下室,地下一層,266.0,JOA00090,23.888660269729048，120.48767799760545,,彰化縣埤頭鄉和豊村埔尾路6號之1
62.0,和豊村,彰化縣埤頭鄉和豊村新生路82號,民宅,地下室,地下一層,121.0,JOA00063,23.880917249864734，120.49422185527844,,彰化縣埤頭鄉和豊村新生路82號
63.0,興農村,彰化縣埤頭鄉興農村彰水路472巷15號,民宅,地下室,地下一層,97.0,JOA00076,23.917660635462852，120.47286952829894,,彰化縣埤頭鄉興農村彰水路472巷15號
64.0,興農村,彰化縣埤頭鄉興農村彰水路四段576號,民宅,地下室,地下一層,235.0,JOA00106,23.919375492282374，120.47391986641696,,彰化縣埤頭鄉興農村彰水路四段576號
65.0,興農村,彰化縣埤頭鄉興農村彰水路四段552號,民宅,地下室,地下一層,266.0,JOA00083,23.918877533614573，120.473325697606,,彰化縣埤頭鄉興農村彰水路四段552號
66.0,興農村,彰化縣埤頭鄉興農村彰水路4段110號,民宅,地下室,地下一層,135.0,JOA00034,23.90834051574099，120.46763922829888,,彰化縣埤頭鄉興農村彰水路4段110號
67.0,崙子村,彰化縣埤頭鄉崙子村庄子路65號,民宅,地下室,地下一層,108.0,JOA00172,23.89650017089786，120.46171431580058,,彰化縣埤頭鄉崙子村庄子路65號
68.0,崙腳村,彰化縣埤頭鄉崙腳村興工路18號,燈通盛工業股份有限公司,地下室,地下一層,120.0,JOA00016,23.879239214715465，120.45954859760529,,彰化縣埤頭鄉崙腳村興工路18號
69.0,崙腳村,彰化縣埤頭鄉崙腳村興工路2號,民宅,地下室,地下一層,66.0,JOA00011,23.878865331365397，120.46040504178829,,彰化縣埤頭鄉崙腳村興工路2號
70.0,崙腳村,彰化縣埤頭鄉崙腳村興工路10號,裕隆公司,地下室,地下一層,160.0,JOA00021,23.87818252202942，120.46224531295167,,彰化縣埤頭鄉崙腳村興工路10號
71.0,崙腳村,彰化縣埤頭鄉崙腳村興工路03號,民宅,地下室,地下一層,32.0,JOA00027,23.879707724369993，120.45946099760516,,彰化縣埤頭鄉崙腳村興工路03號
72.0,崙腳村,彰化縣埤頭鄉崙腳村興工路11號,民宅,地下室,地下一層,40.0,JOA00007,23.879109477832085，120.46093724364455,,彰化縣埤頭鄉崙腳村興工路11號
73.0,崙腳村,彰化縣埤頭鄉崙腳村興工路4號,益張實業,地下室,地下一層,116.0,JOA00026,23.878977136136523，120.46019866505605,,彰化縣埤頭鄉崙腳村興工路4號
74.0,崙腳村,彰化縣埤頭鄉崙腳村興工路17號,民宅,地下室,地下一層,42.0,JOA00024,23.87890247827161，120.46118834178822,,彰化縣埤頭鄉崙腳村興工路17號
75.0,崙腳村,彰化縣埤頭鄉崙腳村興工路17號,民宅,地下室,地下一層,229.0,JOA00176,23.878922099231108，120.46114542644175,,彰化縣埤頭鄉崙腳村興工路17號
76.0,崙腳村,彰化縣埤頭鄉崙腳村興工路19號,民宅,地下室,地下一層,13.0,JOA00006,23.878399705581167，120.46206641295174,,彰化縣埤頭鄉崙腳村興工路19號
77.0,崙腳村,彰化縣埤頭鄉崙腳村興工路61號,聯米企業（花東糧食）,地下室,地下一層,62.0,JOA00014,23.878918704754735，120.46087669760524,,彰化縣埤頭鄉崙腳村興工路61號
78.0,崙腳村,彰化縣埤頭鄉崙腳村興工路23號,永銳堅電通,地下室,地下一層,80.0,JOA00019,23.878119948254195，120.46261929760517,,彰化縣埤頭鄉崙腳村興工路23號
79.0,崙腳村,彰化縣埤頭鄉崙腳村興工路37號,利元飼料加工廠,地下室,地下一層,97.0,JOA00012,23.879292114627017，120.46015049760518,,彰化縣埤頭鄉崙腳村興工路37號
80.0,崙腳村,彰化縣埤頭鄉崙腳村興工路07號,民宅,地下室,地下一層,33.0,JOA00010,23.8795245292312，120.46055332037693,,彰化縣埤頭鄉崙腳村興工路07號
81.0,崙腳村,彰化縣埤頭鄉崙腳村興工路59號,民宅,地下室,地下一層,166.0,JOA00170,23.878802547468062，120.4608577129518,,彰化縣埤頭鄉崙腳村興工路59號
82.0,崙腳村,彰化縣埤頭鄉崙腳村興工路65號,瑋品,地下室,地下一層,53.0,JOA00151,23.878888936296924，120.46104864178834,,彰化縣埤頭鄉崙腳村興工路65號
83.0,崙腳村,彰化縣埤頭鄉崙腳村興工路20號,歐典生物科技,地下室,地下一層,106.0,JOA00017,23.876647165709432，120.46458671852066,,彰化縣埤頭鄉崙腳村興工路20號
84.0,崙腳村,彰化縣埤頭鄉崙腳村興工路17號,民宅,地下室,地下一層,42.0,JOA00024,23.878873046826783，120.46119907062483,,彰化縣埤頭鄉崙腳村興工路17號
85.0,崙腳村,彰化縣埤頭鄉崙腳村彰水路4段472巷16號,民宅,地下室,地下一層,66.0,JOA00070,23.917680250542027，120.47274078225956,,彰化縣埤頭鄉崙腳村彰水路4段472巷16號
86.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段76號,民宅,地下室,地下一層,81.0,JOA00067,23.90513807795692，120.46612581295226,,彰化縣埤頭鄉豊崙村彰水路4段76號
87.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段607號,民宅,地下室,地下一層,80.0,JOA00095,23.91959817698222，120.47311455527932,,彰化縣埤頭鄉豊崙村彰水路4段607號
88.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段80號,民宅,地下室,地下一層,70.0,JOA00062,23.906087686776548，120.46646567062545,,彰化縣埤頭鄉豊崙村彰水路4段80號
89.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段82號,民宅,地下室,地下一層,337.0,JOA00063,23.906249744369248，120.4664030552791,,彰化縣埤頭鄉豊崙村彰水路4段82號
90.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段557號,民宅,地下室,地下一層,162.0,JOA00103,23.918997455797143，120.47265382644258,,彰化縣埤頭鄉豊崙村彰水路4段557號
91.0,豊崙村,彰化縣埤頭鄉豊崙村光復路3號,民宅,地下室,地下一層,144.0,JOA00066,23.924850352584755，120.46489378411593,,彰化縣埤頭鄉豊崙村光復路3號
92.0,豊崙村,彰化縣埤頭鄉豊崙村和平路13號,民宅,地下室,地下一層,324.0,JOA00169,23.878981236129082，120.47276865899107,,彰化縣埤頭鄉豊崙村和平路13號
93.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段486巷6號,民宅,地下室,地下一層,238.0,JOA00154,23.918218597060317，120.4728704282989,,彰化縣埤頭鄉豊崙村彰水路4段486巷6號
94.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段609-4號,民宅,地下室,地下一層,173.0,JOA00038,23.91966801389018，120.47338691295249,,彰化縣埤頭鄉豊崙村彰水路4段609-4號
95.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段468巷5號,民宅,地下室,地下一層,62.0,JOA00040,23.918706886296878，120.4749318654252,,彰化縣埤頭鄉豊崙村彰水路4段468巷5號
96.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段88號,民宅,地下室,地下一層,65.0,JOA00147,23.90648007765539，120.46642985342265,,彰化縣埤頭鄉豊崙村彰水路4段88號
97.0,豊崙村,彰化縣埤頭鄉豊崙村斗苑東路180巷9號,民宅,地下室,地下一層,233.0,JOA00054,23.887264371740876，120.49060289760543,,彰化縣埤頭鄉豊崙村斗苑東路180巷9號
98.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段581號,民宅,地下室,地下一層,162.0,JOA00060,23.919185933146178，120.472065228299,,彰化縣埤頭鄉豊崙村彰水路4段581號
99.0,豊崙村,彰化縣埤頭鄉豊崙村彰水路4段470號,民宅,地下室,地下一層,272.0,JOA00096,23.917627205288554，120.47255158411582,,彰化縣埤頭鄉豊崙村彰水路4段470號
100.0,合興村,彰化縣埤頭鄉合興村斗苑西路32號,民宅,地下室,地下一層,824.0,JOA00053,23.891442584807958，120.46445078225906,,彰化縣埤頭鄉合興村斗苑西路32號
101.0,大湖村,彰化縣埤頭鄉大湖村彰水路二段400號,歐都納,地下室,地下一層,70.0,JOA00082,23.86707591477048，120.45869018411483,,彰化縣埤頭鄉大湖村彰水路二段400號
102.0,大湖村,彰化縣埤頭鄉大湖村中央路89之10號,興中臺家畜電宰廠,地下室,地下一層,157.0,JOA00142,23.871525549694287，120.4439903976051,,彰化縣埤頭鄉大湖村中央路89之10號
103.0,溪州村,彰化縣溪州鄉溪州村中央路3段300號,溪州國中,地下室,地下一層,164.0,JOA00114,23.85056589931064，120.4948586687681,,彰化縣溪州鄉溪州村中央路3段300號
104.0,溪厝村,彰化縣溪州鄉溪厝村中山路2段602號,正新輪胎,地下室,地下一層,2612.0,JOA00104,23.849084203258727，120.48335955527793,,彰化縣溪州鄉溪厝村中山路2段602號
105.0,溪厝村,彰化縣溪州鄉溪厝村中山路2段602號-1,正新輪胎,地下室,地下一層,2616.0,JOA00111,23.849054765037117，120.4833810129512,,彰化縣溪州鄉溪厝村中山路2段602號-1
106.0,溪厝村,彰化縣溪州鄉溪厝村中山路2段705號,民宅,地下室,地下一層,56.0,JOA00065,23.849722140183367，120.48365797062431,,彰化縣溪州鄉溪厝村中山路2段705號
107.0,尾厝村,彰化縣溪州鄉尾厝村文化路22號,"松漢股份有限公司 ",地下室,地下一層,353.0,JOA00069,23.871392349936556，120.49365978225866,,彰化縣溪州鄉尾厝村文化路22號
108.0,尾厝村,彰化縣溪州鄉尾厝村中山路4段441巷30號,上槐公司,地下室,地下一層,208.0,JOA00047,23.86622545933503，120.51046478411484,,彰化縣溪州鄉尾厝村中山路4段441巷30號
109.0,尾厝村,彰化縣溪州鄉尾厝村溪下路4段556號,"溪州圖書館 ",地下室,地下一層,314.0,JOA00073,23.85151648608002，120.49917409946106,,彰化縣溪州鄉尾厝村溪下路4段556號
110.0,尾厝村,彰化縣溪州鄉尾厝村中山路3段462號,民宅,地下室,地下一層,121.0,JOA00059,23.85241263447786，120.49763942458497,,彰化縣溪州鄉尾厝村中山路3段462號
111.0,水尾村,彰化縣溪州鄉水尾村中山路1段20號,一貫道,地下室,地下一層,1349.0,JOA00162,23.830354924530344，120.4665632110945,,彰化縣溪州鄉水尾村中山路1段20號
112.0,水尾村,彰化縣溪州鄉水尾村中山路1段24號,開發局,地下室,地下一層,288.0,JOA00084,23.830256782923914，120.4665632110945,,彰化縣溪州鄉水尾村中山路1段24號
113.0,西畔村,彰化縣溪州鄉西畔村登山路3段135號,民宅,地下室,地下一層,526.0,JOA00174,23.831496966108578，120.53850558225778,,彰化縣溪州鄉西畔村登山路3段135號
